got_lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,got_links,got_occurences,got_certainty,got_reconstructedness,got_ipa,got_en,got_pos,substi
þridja,Num.,dritte,third,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=235,['12'],certain,,θrɪðja,third,r,"tiða, tiðæ, tija, tijæ, teða, teðæ, teja, tejæ, siða, siðæ, sija, sijæ, seða, seðæ, seja, sejæ, riða, riðæ, rija, rijæ, reða, reðæ, reja, rejæ"
þridjataihun,Num.,dreißig,thirty,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=235,['1'],certain,word,θrɪðjataɪhun,thirty,r,too long
þridjō,Adv.,zum dritten Mal,for the third time,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=235,['2'],certain,,θrɪðjo,for_the_third_time,r,"tiðo, tiðu, tijo, tiju, teðo, teðu, tejo, teju, siðo, siðu, sijo, siju, seðo, seðu, sejo, seju, riðo, riðu, rijo, riju, reðo, reðu, rejo, reju"
þrija,Num.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=235,[],certain,,θrɪja,,r,"tija, tijæ, teja, tejæ, sija, sijæ, seja, sejæ, rija, rijæ, reja, rejæ"
þrimman,V.,schwellen?,"thrum (1), strum (V.), drum (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=235,[],certain,word,θrɪmman,"thrum, strum, drum",v,too long
þriskan,V.,dreschen,thresh,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=235,['3'],certain,form,θrɪskan,thresh,v,too long
þriutan,V.,schwerfallen,"be hard, be difficult",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=235,[],uncertain,word,θrɪutan,"be_hard, be_difficult",v,too long
NAME,V.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,[],uncertain,,name,,v,"name, nami, næme, næmi"
þrōþeins,F.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,[],uncertain,word,θroθins,,n,too long
þrōþjan,V.,üben,"exercise (V.), train (V.), drill (V.), practise (2)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,['1'],certain,form,θroθjan,"exercise, train, drill, practise",v,too long
þruks,M.,"Druck, Stoß",pressure,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,[],uncertain,word,θruks,pressure,n,
þrūts,,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,[],certain,word,θruts,,nvar,
þrūtsfill,N.,Aussatz,leprosy,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,['6'],certain,,θrutsɸɪll,leprosy,n,too long
þrūtsfills,Adj.,aussätzig,leprous,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,['4'],certain,form,θrutsɸɪlls,leprous,a,too long
þrūþs,F.,Kraft,power (N.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,[],uncertain,word,θruθs,power,n,
þū,Pron.,du,you,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,['403'],certain,,θu,you,r,"tu, to, su, so"
þūei,Pron.,der du,you who,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,['6'],certain,,θui,you_who,r,"tu, to, ti, te, su, so, si, se"
þufaz,M.,"Fahne, Büschel","flag (N.), tuft (N.), bundle (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,[],uncertain,word,θuɸaz,"flag, tuft, bundle",n,too long
þugkjan,V.,"glauben, meinen, gelten, erscheinen, dünken","have the impression, suppose, opine (V.), deem (V.), it seems (= þugkeiþ), belie>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,['23'],certain,form,θuŋkjan,"have_the_impression, suppose, opine, deem, it_seems, belie",v,too long
þūhts,"V., Adj.",#NAME?,„-moody“,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,[],uncertain,word,θuhts,moody,va,
þūhts,"V., Adj.",#NAME?,„-moody“,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,[],uncertain,word,θuhts,moody,va,
þūhtus,M.,Gewissen,"seeming (N.), surmise (N.), conscience",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,['54'],certain,form,θuhtus,"seeming, surmise, conscience",n,too long
þulains,F.,"Dulden, Leiden, Geduld","toleration, forbearance, sufferance, suffering (N.), patience, fortitude, persev>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,['12'],certain,form,θulaɪns,"toleration, forbearance, sufferance, suffering, patience, fortitude, persev",n,too long
þulan,V.,"dulden, leiden","tolerate, suffer, bear (V.) (1), endure",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,['6'],certain,,θulan,"tolerate, suffer, bear, endure",v,too long
þulds,F.,Geduld,patience,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,[],uncertain,word,θulds,patience,n,
þunara,M.,"Donnerer, Donar","thunderer, Thor",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,[],certain,word,θunara,"thunderer, Thor",n,too long
þund,V.,schwellen?,swell (V.) (?),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,[],certain,word,θund,swell,v,
þunds,M.,Held,hero,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=236,[],certain,word,θunds,hero,n,
þuris,M.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,[],uncertain,word,θurɪs,,n,too long
þūs,"Adj., Sb.","groß?, Kraft","great?, power (N.)?",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,[],uncertain,word,θus,"great, power",an,
þūsundi,"F., Num.",tausend,thousand,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,['16'],certain,,θusundɪ,thousand,nr,too long
þūsundifaþs,M.,"Tausendführer, Anführer von Tausend",commander of a thousand men,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,['2'],certain,,θusundɪɸaθs,commander_of_a_thousand_men,n,too long
þuthaúrn,N.,Trompete,trumpet (N.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,['2'],certain,form,θuthɔrn,trumpet,n,too long
þuthaúrnjan,V.,trompeten,"trumpet (V.), blow a horn",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,['1'],certain,form,θuthɔrnjan,"trumpet, blow_a_horn",v,too long
þuts,M.,Lärm,"stridor, blare (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,[],uncertain,word,θuts,"stridor, blare",n,
þwahan,V.,"etwas waschen, sich waschen","wash (V.), lave, bathe (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,['5'],certain,,θwahan,"wash, lave, bathe",v,too long
þwahl,N.,"Bad, Taufe","washing (N.), laving (N.), cleansing (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,['2'],certain,form,θwahl,"washing, laving, cleansing",n,
þwaírhei,F.,"Zorn, Streitigkeit, Streit","wrathfulness, angriness, ire, irateness, arousedness, retribution, anger (N.), q>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,['13'],certain,,θwɛrhi,"wrathfulness, angriness, ire, irateness, arousedness, retribution, anger, q",n,"teri, tere, teji, teje, teki, teke, teŋi, teŋe, tæri, tære, tæji, tæje, tæki, tæke, tæŋi, tæŋe, seri, sere, seji, seje, seki, seke, seŋi, seŋe, særi, sære, sæji, sæje, sæki, sæke, sæŋi, sæŋe, weri, were, weji, weje, weki, weke, weŋi, weŋe, wæri, wære, wæji, wæje, wæki, wæke, wæŋi, wæŋe"
þwaírhs,Adj.,"quer, zornig","wrathful, angry, irate, aroused, quicktempered",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,['3'],certain,,θwɛrhs,"wrathful, angry, irate, aroused, quicktempered",a,
þwastiþa,F.,Sicherheit,"stability, security, establishedness, safeguard",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,['1'],certain,,θwastɪθa,"stability, security, establishedness, safeguard",n,too long
þwastjan,V.,befestigen,make firm,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,[],uncertain,word,θwastjan,make_firm,v,too long
þwasts,Adj.,fest,stable (1),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,[],uncertain,word,θwasts,stable,a,
þwmiama,"M., M.","Rauchopfer, Räucherwerk","incense (N.), incense-burning, incense offering",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,['2'],certain,form,θwmɪama,"incense, incenseburning, incense_offering",nn,"tima, timæ, tema, temæ, tæma, tæmæ, sima, simæ, sema, semæ, sæma, sæmæ, wima, wimæ, wema, wemæ, wæma, wæmæ, mima, mimæ, mema, memæ, mæma, mæmæ"
u,Buchstabe,"u, Abkürzung für 70","u, abbreviation for 70",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,['1'],certain,,u,"u, abbreviation_for_70",r,"u, o"
u,Partikel,"ob, oder","whether, if",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,['32'],certain,,u,"whether, if",r,"u, o"
uh,Partikel,"ob, oder","whether, if",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,[],certain,,uh,"whether, if",r,"u, o"
ubil,"Adj., N.",Übel,"evil (N.), bad (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,[],certain,,uβɪl,"evil, bad",an,
ubilaba,Adv.,"übel, böse","evilly, badly, wrongly, ill (Adv.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,['2'],certain,,uβɪlaβa,"evilly, badly, wrongly, ill",r,too long
ubils,Adj.,"übel, böse, schlecht","evil (Adj.), bad, wrongful, corrupt (Adj.), ill (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=237,['56'],certain,,uβɪls,"evil, bad, wrongful, corrupt, ill",a,
ubiltōjis,Adj.,"übeltäterisch, Übeltäter (= subst.)","evil-doing, criminal (Adj.), criminal (M.) (= subst.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['2'],certain,,uβɪltojɪs,"evildoing, criminal, criminal",a,too long
ubilwaúrdjan,V.,"übel sprechen, schmähen","speak ill of, speak evil of",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['1'],certain,,uβɪlwɔrdjan,"speak_ill_of, speak_evil_of",v,too long
ubilwaúrds,Adj.,"„übelredend“, schmähsüchtig","evil-tongued, maligning (Adj.), evil-speaking, reviler (= subst.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['1'],certain,,uβɪlwɔrds,"eviltongued, maligning, evilspeaking, reviler",a,too long
ubizwa,F.,Halle,"portico, colonnade",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['1'],certain,form,uβɪzwa,"portico, colonnade",n,too long
ubuh,Präp.,unter,under,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,[],uncertain,word,uβuh,under,r,"uwu, upu, owo, opo"
uburt,Wort,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,[],certain,,uβurt,,n,
ud,Abkürzung,74,74,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['1'],certain,,uð,74,r,
uf,Präp.,unter,"under, underneath, beneath",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['37'],certain,,uɸ,"under, underneath, beneath",r,
ufaiþeis,Adj.,"durch Eid verpflichtet, durch Eid verbunden, vereidet","under oath, bound by oath",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['1'],certain,form,uɸaɪθis,"under_oath, bound_by_oath",a,too long
ufanus,Adj.,der seinen Überfluss zeigt,one who presents his superabundance,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,[],uncertain,word,uɸanus,one_who_presents_his_superabundance,a,too long
ufar,"Präp., V.",über,"over, above",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['44'],certain,,uɸar,"over, above",rv,
ufara,Adj.,obere,"the one above, superior",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,[],certain,word,uɸara,"the_one_above, superior",a,too long
ufarassjan,V.,"überfließend machen, überschwänglich machen, überfließen, im Überfluss vorhanden>>>","be abundant, be in superfluity, be in profusion, make profuse",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['5'],certain,,uɸarassjan,"be_abundant, be_in_superfluity, be_in_profusion, make_profuse",v,too long
ufarassus,M.,"Überfluss, Übermaß","exceedingness, oversufficiency, superabundance, superpassingness, superiority",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['31'],certain,,uɸarassus,"exceedingness, oversufficiency, superabundance, superpassingness, superiority",n,too long
ufarfullei,F.,"Überfülle, Überfluss","overfullness, superabundance, superfluity",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['1'],certain,form,uɸarɸulli,"overfullness, superabundance, superfluity",n,too long
ufarfulljan,V.,überfüllen,"overfill, fill to superabundance",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['2'],certain,form,uɸarɸulljan,"overfill, fill_to_superabundance",v,too long
ufarfulls,Adj.,"festgedrückt, übervoll","overfull, filled to overflowing",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['1'],certain,form,uɸarɸulls,"overfull, filled_to_overflowing",a,too long
ufargaggan,V.,"etwas übertreten, übergreifen, überschreiten","transgress (V.), overstep (V.), trespass (V.), go beyond, cross over",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['5'],certain,,uɸarɡaŋɡan,"transgress, overstep, trespass, go_beyond, cross_over",v,too long
ufargiutan,V.,"übergießen, übervoll gießen","let overflow, pour to overflowing",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['1'],certain,form,uɸarɡɪutan,"let_overflow, pour_to_overflowing",v,too long
ufargudja,M.,"Oberpriester, Mitglied des Synhedrions","high priest, chief priest",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=238,['1'],certain,form,uɸarɡuðja,"high_priest, chief_priest",n,too long
ufarhafjan,V.,überheben,"raise above, lift up over, exalt o.s.",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['1'],certain,form,uɸarhaɸjan,"raise_above, lift_up_over, exalt_os",v,too long
ufarhafnan,V.,sich überheben,"be excessively exalted, become excessively exalted, exalt o.s., be overly raised>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['1'],certain,form,uɸarhaɸnan,"be_excessively_exalted, become_excessively_exalted, exalt_os, be_overly_raised",v,too long
ufarhamōn,V.,"überziehen, sich mit etwas überkleiden, sich anziehen","be clad with, become clad with, be clothed over with, become clothed over with, >>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['2'],certain,,uɸarhamon,"be_clad_with, become_clad_with, be_clothed_over_with, become_clothed_over_with, ",v,too long
ufarhauhjan,V.,"„überhöhen“, verblenden","over-exalt, over-extol, be puffed up",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['1'],certain,form,uɸarhauhjan,"overexalt, overextol, be_puffed_up",v,too long
ufarhauseins,F.,"Überhören, Ungehorsam","disobedience, insubordination",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['1'],certain,form,uɸarhausins,"disobedience, insubordination",n,too long
ufarhausjan,V.,überhören,disobey,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,[],uncertain,word,uɸarhausjan,disobey,v,too long
ufarhiminakunds,Adj.,himmlisch,"born of heaven above, heavenly, of heavenly origin",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['2'],certain,,uɸarhɪmɪnakunds,"born_of_heaven_above, heavenly, of_heavenly_origin",a,too long
ufarhleiþrjan,V.,"überzelten, ein Zelt über jemandem aufschlagen","tent over, cover as with a tent, canopy (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['1'],certain,form,uɸarhliθrjan,"tent_over, cover_as_with_a_tent, canopy",v,too long
ufarhugjan,V.,sich überheben,"have a haughty attitude, be elated",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['1'],certain,form,uɸarhuɣjan,"have_a_haughty_attitude, be_elated",v,too long
ufarjaina,Adv.,darüber hinaus,"beyond, over beyond",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['1'],certain,,uɸarjaɪna,"beyond, over_beyond",r,too long
ufarlagjan,V.,überdecken,lay over,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['1'],certain,form,uɸarlaɣjan,lay_over,v,too long
ufarleiþan,V.,"übersetzen (V.) (1), hinüberfahren","pass over, cross over, go across",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['1'],certain,form,uɸarliθan,"pass_over, cross_over, go_across",v,too long
ufarmaudei,F.,Vergessenheit,"forgetfulness, oblivion",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['1'],certain,form,uɸarmauði,"forgetfulness, oblivion",n,too long
ufarmaudeins,F.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,[],certain,form,uɸarmauðins,,n,too long
ufarmaudjan,V.,vergessen (V.),"forget, dismiss from the mind",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,[],certain,word,uɸarmauðjan,"forget, dismiss_from_the_mind",v,too long
ufarmēleins,F.,Überschrift,"superscription, epigraph, inscription, title",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['1'],certain,,uɸarmelins,"superscription, epigraph, inscription, title",n,too long
ufarmēli,N.,Überschrift,"caption, legend, label (N.), title, inscription",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['2'],certain,,uɸarmelɪ,"caption, legend, label, title, inscription",n,too long
ufarmēljan,V.,"überschreiben, darüber schreiben","write above, superscribe, write over, inscribe over",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['1'],certain,form,uɸarmeljan,"write_above, superscribe, write_over, inscribe_over",v,too long
ufarmitōn,V.,vergessen (V.)?,forget?,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['1'],certain,,uɸarmɪton,forget,v,too long
ufarmunnōn,V.,vergessen (V.),"forget, overlook, neglect (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=239,['3'],certain,form,uɸarmunnon,"forget, overlook, neglect",v,too long
ufarō,"Adv., Präp.","darüber, über etwas, über einem, über einer Sache","over, over it, above, on top, atop, on top of, in supervision of",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['7'],certain,,uɸaro,"over, over_it, above, on_top, atop, on_top_of, in_supervision_of",rr,too long
ufarranneins,F.,Besprengung,"sprinkling, aspergation",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['1'],certain,form,uɸarrannins,"sprinkling, aspergation",n,too long
ufarrannjan,V.,"„überrennen“, besprengen",make run down over,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['3'],certain,word,uɸarrannjan,make_run_down_over,v,too long
ufarskadwjan,V.,überschatten,overshadow (V.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['3'],certain,form,uɸarskaðwjan,overshadow,v,too long
ufarskafts,F.,"Erstlingsfrucht, Anbruch","superstructure, altar, first fruit",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['1'],certain,,uɸarskaɸts,"superstructure, altar, first_fruit",n,too long
ufarsteigan,V.,darüber emporsteigen,"climb up beyond, surpass in climbing, go up",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['1'],certain,form,uɸarstiɣan,"climb_up_beyond, surpass_in_climbing, go_up",v,too long
ufarswara,M.,Meineidiger,"perjurer, oath-breaker",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['1'],certain,form,uɸarswara,"perjurer, oathbreaker",n,too long
ufarswaran,V.,falsch schwören,"perjure o.s., swear falsely",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['1'],certain,form,uɸarswaran,"perjure_os, swear_falsely",v,too long
ufartrusnjan,V.,überstreuen,"scatter over, strew over, sprinkle over",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['1'],certain,form,uɸartrusnjan,"scatter_over, strew_over, sprinkle_over",v,too long
ufarþeihan,V.,übertreffen,"surpass (V.), develop beyond, expand beyond, excel",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['1'],certain,form,uɸarθihan,"surpass, develop_beyond, expand_beyond, excel",v,too long
ufarwahsjan,V.,"überaus wachsen, sich stark vermehren","wax exceedingly, exceed in growth, grow abundantly",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['1'],certain,form,uɸarwahsjan,"wax_exceedingly, exceed_in_growth, grow_abundantly",v,too long
ufarwisan,V.,"überragend sein (V.), übersteigen, hervorragen","be above, be over, be superior to, exceed",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['2'],certain,form,uɸarwɪsan,"be_above, be_over, be_superior_to, exceed",v,too long
ufbauljan,V.,aufblasen,"make swell, make swollen, bloat up",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['1'],certain,form,uɸbauljan,"make_swell, make_swollen, bloat_up",v,too long
ufblēsan,V.,"aufblasen, sich aufblähen","blow up, puff up, boast (V.), be puffed up",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['3'],certain,form,uɸblesan,"blow_up, puff_up, boast, be_puffed_up",v,too long
ufblōteins,F.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,[],uncertain,,uɸblotins,,n,too long
ufbrikan,V.,"verwerfen, verachten","despise (V.), spurn (V.), rebuff (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['8'],certain,,uɸbrɪkan,"despise, spurn, rebuff",v,too long
ufbrikands,"V., Adj.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,[],certain,,uɸbrɪkands,,va,too long
ufbrinnan,V.,verbrennen,"burn up, become scorched",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['1'],certain,form,uɸbrɪnnan,"burn_up, become_scorched",v,too long
ufdaupjan,V.,"taufen, eintauchen","dip (V.), baptize",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['5'],certain,form,uɸdaupjan,"dip, baptize",v,too long
ufgaírdan,V.,umgürten,gird up,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=240,['1'],certain,form,uɸɡɛrdan,gird_up,v,too long
ufgraban,V.,"nachgraben, unterwühlen, aufgraben","dig down into, dig up",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['2'],certain,form,uɸɡraβan,"dig_down_into, dig_up",v,too long
ufhaban,V.,"aufheben, emporhalten","hold up, raise up",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['1'],certain,form,uɸhaβan,"hold_up, raise_up",v,too long
ufhauseins,F.,Gehorsam,"submission, obedience, heed (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['6'],certain,,uɸhausins,"submission, obedience, heed",n,too long
ufhausjan,V.,"gehorchen, sich an etwas halten","obey, heed (V.), listen to submissively",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['2928'],certain,,uɸhausjan,"obey, heed, listen_to_submissively",v,too long
ufhausjands,"V., Adj.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,[],certain,,uɸhausjands,,va,too long
ufhlōhjan,V.,"auflachen machen, lachen machen, auflachen (= Pass.)","cause to laugh, give cause for rejoicing",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['1'],certain,form,uɸhlohjan,"cause_to_laugh, give_cause_for_rejoicing",v,too long
ufhnaiweins,F.,"Gehorsam, Unterordnung, Unterwerfung","submission, subordination",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['1'],certain,form,uɸhnaɪwins,"submission, subordination",n,too long
ufhnaiwjan,V.,einen unterwerfen unter,"subject (V.), subjugate (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['6'],certain,,uɸhnaɪwjan,"subject, subjugate",v,too long
ufhrōpjan,V.,"aufschreien, ausrufen","cry forth, cry out, shout out",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['6'],certain,form,uɸhropjan,"cry_forth, cry_out, shout_out",v,too long
ufjō,F.,Überfluss,"superfluity, excess (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['1'],certain,,uɸjo,"superfluity, excess",n,"upo, upu, uwo, uwu, uso, usu, ujo, uju, opo, opu, owo, owu, oso, osu, ojo, oju"
ufkunnan,V.,"erkennen, erfahren (V.)","get to know, come to know, determine, find out, realize, perceive, recognize, ex>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['4847'],certain,,uɸkunnan,"get_to_know, come_to_know, determine, find_out, realize, perceive, recognize, ex",v,too long
ufkunþi,N.,Erkenntnis,"knowledge, accurate understanding, recognition",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['8'],certain,form,uɸkunθɪ,"knowledge, accurate_understanding, recognition",n,too long
ufligan,V.,"unterliegen, verschmachten, matt werden, sterben","decline (V.), drop (V.), sink (V.), fail, be faint",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['2'],certain,form,uɸlɪɣan,"decline, drop, sink, fail, be_faint",v,too long
ufmēljan,V.,unterschreiben,"sign (V.), write underneath",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['5'],certain,form,uɸmeljan,"sign, write_underneath",v,too long
ufrakjan,V.,"aufrecken, ausstrecken, hinaufziehen","stretch out, extend, reach out",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['8'],certain,form,uɸrakjan,"stretch_out, extend, reach_out",v,too long
ufsaggqjan,V.,versenken,"make sink down, cause to submerge, engulf",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['21'],certain,form,uɸsaŋɡkwjan,"make_sink_down, cause_to_submerge, engulf",v,too long
ufsagqjan,V.,versenken,"make sink down, cause to submerge, engulf",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,[],certain,,uɸsaŋkwjan,"make_sink_down, cause_to_submerge, engulf",v,too long
ufsliupan,V.,"einschleichen, zu Unrecht einführen, sich zurückziehen, sich fortschleichen","slip by, slide past, slip on past, shrink back",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['32'],certain,form,uɸslɪupan,"slip_by, slide_past, slip_on_past, shrink_back",v,too long
ufsneiþan,V.,"„aufschneiden“, schlachten","cut to death, slaughter (V.), kill (V.), butcher (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['5'],certain,form,uɸsniθan,"cut_to_death, slaughter, kill, butcher",v,too long
ufstraujan,V.,"darunterstreuen, unterbreiten","strew down, scatter down, spread beneath",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['1'],certain,form,uɸstraujan,"strew_down, scatter_down, spread_beneath",v,too long
ufswalleins,F.,"Aufgeblasenheit, Hochmut","swelling up, swollenness, bloatedness, vanity, being puffed up",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=241,['1'],certain,form,uɸswallins,"swelling_up, swollenness, bloatedness, vanity, being_puffed_up",n,too long
ufswalljan,V.,"aufschwellen, aufblasen","swell up, bloat up",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,[],uncertain,word,uɸswalljan,"swell_up, bloat_up",v,too long
