got_lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,got_links,got_occurences,got_certainty,got_reconstructedness,got_ipa,got_en,got_pos,substi
ufswōgjan,V.,aufseufzen,"sigh deeply, heave a deep sigh",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,['1'],certain,form,uɸswoɣjan,"sigh_deeply, heave_a_deep_sigh",v,too long
ufta,Adv.,oft,"often, frequently",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,['15'],certain,,uɸta,"often, frequently",r,"upa, upæ, uwa, uwæ, usa, usæ, uta, utæ, opa, opæ, owa, owæ, osa, osæ, ota, otæ"
uftō,Adv.,vielleicht,"very possibly, quite likely, indeed",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,['1'],certain,,uɸto,"very_possibly, quite_likely, indeed",r,"upo, upu, uwo, uwu, uso, usu, uto, utu, opo, opu, owo, owu, oso, osu, oto, otu"
ufþanjan,V.,"ausdehnen, ausstrecken, nach etwas trachten","stretch (V.), extend, strain (V.), strive for",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,['2'],certain,form,uɸθanjan,"stretch, extend, strain, strive_for",v,too long
ufwaíra,"Adj., F.",verheiratet,married,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,['1'],certain,,uɸwɛra,married,an,too long
ufwōpjan,V.,"aufschreien, ausrufen","call out, cry out, cry aloud, exclaim",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,['4'],certain,form,uɸwopjan,"call_out, cry_out, cry_aloud, exclaim",v,too long
ug,Abkürzung,73,73,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,['1'],certain,,uɣ,73,r,
ugkar,Pron.,unser beider,of us both,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,[],uncertain,word,uŋkar,of_us_both,r,
ugkis,Pron.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,[],certain,,uŋkɪs,,r,
ugkja,M.,Unze (= Landmaß),ounce (N.) (1) (= land measure),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,['1'],certain,form,uŋkja,ounce,n,"uŋa, uŋæ, uka, ukæ, uja, ujæ, oŋa, oŋæ, oka, okæ, oja, ojæ"
unkja,M.,Unze (= Landmaß),ounce (N.) (1) (= land measure),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,[],certain,,unkja,ounce,n,"una, unæ, uka, ukæ, uja, ujæ, ona, onæ, oka, okæ, oja, ojæ"
uh,Partikel,"und, nun, also","and, also, too, likewise, thereupon, subsequently, consequently, so then",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,"['1', '248246']",certain,,uh,"and, also, too, likewise, thereupon, subsequently, consequently, so_then",r,"u, o"
uh,Partikel,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,['2'],certain,,uh,,r,"u, o"
ūhtēdun,,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,[],certain,,uhteðun,,nvar,too long
ūhteigō,Adv.,"zur rechten Zeit, zu gelegener Zeit","at an opportune time, seasonably, in season",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,['21'],certain,form,uhtiɣo,"at_an_opportune_time, seasonably, in_season",r,too long
ūhteigs,Adj.,"Zeit habend, unbeschäftigt","with free time, having ample time",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,['1'],certain,form,uhtiɣs,"with_free_time, having_ample_time",a,
ūhti,N.,"Zeit?, Gewohnheit?","time (N.)?, custom (N.)?, usage?",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,[],uncertain,word,uhtɪ,"time, custom, usage",n,"uji, uje, uki, uke, uŋi, uŋe, uti, ute, ukti, ukte, oji, oje, oki, oke, oŋi, oŋe, oti, ote, okti, okte"
ūhtiugs,Adj.,"gelegen, passend, zeitgemäß","timely, opportune, temporally convenient",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,['1'],certain,form,uhtɪuɣs,"timely, opportune, temporally_convenient",a,
ūhts,Adj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,[],uncertain,word,uhts,,a,
ūhtwō,F.,Morgendämmerung,"foredawn, dawn (N.), daybreak",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=242,['1'],certain,form,uhtwo,"foredawn, dawn, daybreak",n,"ujo, uju, uko, uku, uŋo, uŋu, uto, utu, uwo, uwu, ukto, uktu, ojo, oju, oko, oku, oŋo, oŋu, oto, otu, owo, owu, okto, oktu"
uhþan,"Partikel, Adv., Konj.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,[],certain,,uhθan,,rrr,
ulbandus,"F., M.",Kamel,camel,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,['3'],certain,form,ulbandus,camel,nn,too long
NAME,V.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,[],uncertain,,name,,v,"name, nami, næme, næmi"
NAME,V.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,[],uncertain,,name,,v,"name, nami, næme, næmi"
un,V.,un-,"un-, non-, a-",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,[],certain,,un,"un, non, a",v,
unagands,"V., Adj.","„unfurchtsam“, furchtlos","unfearing, unafraid, fearless",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,['32'],certain,,unaɣands,"unfearing, unafraid, fearless",va,too long
unagei,F.,Furchtlosigkeit,"fearlessness, unfearfulness, unafraidness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,['1'],certain,form,unaɣi,"fearlessness, unfearfulness, unafraidness",n,too long
unags,Adj.,furchtlos,fearless,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,[],uncertain,word,unaɣs,fearless,a,
unaírkns,Adj.,"unheilig, gottlos","impure, ungenuine, distorted, adulterated, corrupted, unholy",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,['3'],certain,form,unɛrkns,"impure, ungenuine, distorted, adulterated, corrupted, unholy",a,
unaiwisks,Adj.,ohne Schande,"blameless, without shame, irreproachable, unshameful",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,['1'],certain,form,unaɪwɪsks,"blameless, without_shame, irreproachable, unshameful",a,too long
unanasiuniba,Adv.,unsichtbar,"invisibly, unseeably",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,['1'],certain,,unanasɪunɪβa,"invisibly, unseeably",r,too long
unanasiuns,Adj.,unsichtbar,"invisible, unseeable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,[],certain,form,unanasɪuns,"invisible, unseeable",a,too long
unandhuliþs,"V., Adj.",unenthüllt,"not uncovered, non-unveiled, unlifted",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,['1'],certain,form,unandhulɪθs,"not_uncovered, nonunveiled, unlifted",va,too long
unandsakans,"V., Adj.",unbestritten,"uncontroverted, undisputed",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,['1'],certain,form,unandsakans,"uncontroverted, undisputed",va,too long
unandsōks,Adj.,"unbestreitbar, unwiderleglich","indisputable, incontestable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,['1'],certain,form,unandsoks,"indisputable, incontestable",a,too long
unatgāhts,Adj.,unzugänglich,"inaccessible, unapproachable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,['1'],certain,form,unatɡahts,"inaccessible, unapproachable",a,too long
unbaírands,"V., Adj.",nicht tragend,"unbearing, non-bearing",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,['3'],certain,form,unbɛrands,"unbearing, nonbearing",va,too long
unbarnahs,Adj.,kinderlos,"childless, without children",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,['3'],certain,,unbarnahs,"childless, without_children",a,too long
unbaúrans,"V., Adj.",ungeboren,unborn,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,['1'],certain,form,unbɔrans,unborn,va,too long
unbeistei,F.,"Ungesäuertsein, ungesäuertes Brot","unleavenedness, unfermentedness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=243,['1'],certain,form,unbisti,"unleavenedness, unfermentedness",n,too long
unbeistjōþs,"V., Adj.",ungesäuert,"unleavened, unfermented",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['1'],certain,form,unbistjoθs,"unleavened, unfermented",va,too long
unbiari,N.,"wildes Tier, Bestie","beast, wild beast, brute (N.), wild animal",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['1'],certain,form,unbɪarɪ,"beast, wild_beast, brute, wild_animal",n,too long
unbilaistiþs,"V., Adj.","unaufspürbar, unbegreiflich, unerforscht","untraced, unexplored, untrackable, unexplorable, inscrutable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['1'],certain,form,unbɪlaɪstɪθs,"untraced, unexplored, untrackable, unexplorable, inscrutable",va,too long
unbimait,N.,"Nichtbeschneidung, Vorhaut","uncircumcision, foreskin",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['1'],certain,form,unbɪmaɪt,"uncircumcision, foreskin",n,too long
unbimaitans,"V., Adj.",unbeschnitten,uncircumcised,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['1'],certain,form,unbɪmaɪtans,uncircumcised,va,too long
unbrūks,Adj.,unbrauchbar,"useless, needless, inutile",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['2'],certain,form,unbruks,"useless, needless, inutile",a,
und,"Präp., V.","bis, zu, für, um etwas, ent-","unto, all the way to, up to, down to, until, till, throughout, away, off",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['67'],certain,,und,"unto, all_the_way_to, up_to, down_to, until, till, throughout, away, off",rv,
unþa,"Präp., V.","bis, zu, für, um etwas, ent-","unto, all the way to, up to, down to, until, till, throughout, away, off",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,[],certain,,unθa,"unto, all_the_way_to, up_to, down_to, until, till, throughout, away, off",rv,"una, unæ, uta, utæ, usa, usæ, unta, untæ, ona, onæ, ota, otæ, osa, osæ, onta, ontæ"
undar,Präp.,unter,"under, underneath",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['1'],certain,,undar,"under, underneath",r,
undarists,"Adj., Adj.","das Innere, innerste, die untersten","undermost, lowest, nethermost, interior (N.), lower parts",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['1'],certain,form,undarɪsts,"undermost, lowest, nethermost, interior, lower_parts",aa,too long
undarleija,M.,"Allergeringster, Geringster","lowliest person, one lowest down, least (M.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['1'],certain,form,undarlija,"lowliest_person, one_lowest_down, least",n,too long
undarleis,Adj.,"niedrig, gering","lowest down, lowliest",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,[],uncertain,word,undarlis,"lowest_down, lowliest",a,too long
undarō,Präp.,unter,"under, beneath",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['2'],certain,,undaro,"under, beneath",r,too long
undaúrnimats,M.,"Frühstück, Mittagsmahl","midday breakfast, noon meal",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['1'],certain,form,undɔrnɪmats,"midday_breakfast, noon_meal",n,too long
undgreipan,V.,"ergreifen, requirieren","lay hold on, take (V.), seize",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['8'],certain,,undɡripan,"lay_hold_on, take, seize",v,too long
undiwanei,F.,Unsterblichkeit,immortality,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['3'],certain,form,undɪwani,immortality,n,too long
undiwans,Adj.,unsterblich,immortal,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,[],uncertain,word,undɪwans,immortal,a,too long
undrēdan,V.,"besorgen, gewähren","adduce, advance (V.), provide for, grant (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['1'],certain,,undreðan,"adduce, advance, provide_for, grant",v,too long
undrinnan,V.,"zufallen, zuteil werden, untereinander disputieren (= miþ sis missō sik undrinna>>>","accrue to, fall to the share of, fall to",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['2'],certain,form,undrɪnnan,"accrue_to, fall_to_the_share_of, fall_to",v,too long
unfagrs,Adj.,unpassend,"unsuitable, unsuited, ungrateful",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['1'],certain,form,unɸaɣrs,"unsuitable, unsuited, ungrateful",a,
unfaírina,Adj.,"tadellos, außer Schuld, ohne Tadel","unimpeachable, blameless, beyond accusation, unassailable, unblamable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=244,['2'],certain,form,unɸɛrɪna,"unimpeachable, blameless, beyond_accusation, unassailable, unblamable",a,too long
unfaírinōdaba,Adv.,"untadelig, tadellos","unblamably, blamelessly",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['1'],certain,,unɸɛrɪnoðaβa,"unblamably, blamelessly",r,too long
unfairinōna,Adj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,[],certain,,unɸaɪrɪnona,,a,too long
unfaírlaistiþs,"V., Adj.","unaufspürbar, unerforschlich","untraced, untracked, inscrutable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['1'],certain,form,unɸɛrlaɪstɪθs,"untraced, untracked, inscrutable",va,too long
unfaurs,Adj.,geschwätzig,"indiscreet, imprudent, gossipy",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['1'],certain,form,unɸaurs,"indiscreet, imprudent, gossipy",a,
unfaúrweis,Adj.,"unvorsätzlich, ohne Vorbedacht, unbedacht","unintentional, unwitting, thoughtless",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['1'],certain,form,unɸɔrwis,"unintentional, unwitting, thoughtless",a,too long
unfraþjands,"V., Adj.",unverständig,"unperceiving, uncomprehending, mindless, foolish",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['1'],certain,form,unɸraθjands,"unperceiving, uncomprehending, mindless, foolish",va,too long
unfreideins,F.,"Schonungslosigkeit, Härte","non-sparingness, non-safeguarding, mercilessness, severity",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['21'],certain,form,unɸriðins,"nonsparingness, nonsafeguarding, mercilessness, severity",n,too long
unfrōdei,F.,"Unverstand, Torheit","unintelligence, nonsense, foolishness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['4'],certain,form,unɸroði,"unintelligence, nonsense, foolishness",n,too long
unfrōþs,Adj.,unverständig,"unintelligent, nonsensical, ignorant",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['6'],certain,form,unɸroθs,"unintelligent, nonsensical, ignorant",a,
ungafaírinōnds,"V., Adj.","tadellos, unbescholten","irreprehensible, unassailable, unculpable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['2'],certain,,unɡaɸɛrɪnonds,"irreprehensible, unassailable, unculpable",va,too long
ungafaírinōþs,"V., Adj.","tadellos, unbescholten, schuldlos","unimpeached, unassailed, blameless, irreproachable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['54'],certain,,unɡaɸɛrɪnoθs,"unimpeached, unassailed, blameless, irreproachable",va,too long
ungahabandssik,"V., Adj.","zügellos, unbeherrscht, unenthaltsam","incontinent, lacking self-control",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['1'],certain,form,unɡahaβandssɪk,"incontinent, lacking_selfcontrol",va,too long
ungahōbains,F.,"Unmäßigkeit, Unenthaltsamkeit","incontinence, lack of self-control",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['1'],certain,form,unɡahoβaɪns,"incontinence, lack_of_selfcontrol",n,too long
ungaƕaírbs,Adj.,"unfügsam, ungehorsam","uncompliant, unruly, unbelieving, refractory, unamenable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['3'],certain,form,unɡahwɛrbs,"uncompliant, unruly, unbelieving, refractory, unamenable",a,too long
ungakusans,"V., Adj.","verwerflich, nicht probehaltig","unqualified, tested to be unsuccessful, unsuccessful in test",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['4'],certain,form,unɡakusans,"unqualified, tested_to_be_unsuccessful, unsuccessful_in_test",va,too long
ungalaubeins,F.,"Unglaube, Ungehorsam","disbelief, faithlessness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['12'],certain,form,unɡalauβins,"disbelief, faithlessness",n,too long
ungalaubjands,"V., Adj.","ungläubig, ungehorsam","unbelieving, uncompliant, disobedient",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['22'],certain,,unɡalauβjands,"unbelieving, uncompliant, disobedient",va,too long
ungalaufs,Adj.,wertlos,"unvaluable, cheap, of no value",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['1'],certain,form,unɡalauɸs,"unvaluable, cheap, of_no_value",a,too long
ungaraíhtei,F.,"Gesetzlosigkeit, Ungerechtigkeit","unrighteousness, iniquity, injustice, lawlessness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['1'],certain,form,unɡarɛhti,"unrighteousness, iniquity, injustice, lawlessness",n,too long
ungasaíƕans,"V., Adj.","ungesehen, unsichtbar","unseen, invisible",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['6'],certain,form,unɡasɛhwans,"unseen, invisible",va,too long
ungastōþs,Adj.,"ohne festen Stand, ohne bleibende Stätte","unstable, unestablished, homeless",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['1'],certain,form,unɡastoθs,"unstable, unestablished, homeless",a,too long
ungatass,Adj.,"ungeordnet, zügellos","disordered, disorderly, disarranged, idle, undisciplined",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['1'],certain,form,unɡatass,"disordered, disorderly, disarranged, idle, undisciplined",a,too long
ungatassaba,Adv.,"unordentlich, ungeregelt","unruly, irregularly, in disarray, in idleness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['2'],certain,,unɡatassaβa,"unruly, irregularly, in_disarray, in_idleness",r,too long
ungatēwiþs,"V., Adj.","ungeordnet, unordentlich","disarranged, disarrayed, disordered, disorganized",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['1'],certain,form,unɡatewɪθs,"disarranged, disarrayed, disordered, disorganized",va,too long
ungawagiþs,"V., Adj.","unbewegt, unbeweglich","unmoved, unshaken, immovable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['1'],certain,form,unɡawaɣɪθs,"unmoved, unshaken, immovable",va,too long
unhabands,"V., Adj.",nicht habend,"not having, non-possessing",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['3'],certain,form,unhaβands,"not_having, nonpossessing",va,too long
unhaili,N.,"Schwäche, Krankheit","unhealthiness, infirmity, disability, sickness, weakness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['2'],certain,form,unhaɪlɪ,"unhealthiness, infirmity, disability, sickness, weakness",n,too long
