rootuew,type,type.1,struc,NSE,en,de,reflex,rootipa
šoneŋɜ,N,,,6.17,clay,Ton,agyag,ʃoneŋɜ
šoneŋa,N,,,6.17,clay,Ton,agyag,ʃoneŋa
šojȣŋe,N,,,6.17,clay,Ton,agyag,ʃojȣŋe
šaneŋɜ,N,,,6.17,clay,Ton,agyag,ʃaneŋɜ
šaneŋa,N,,,6.17,clay,Ton,agyag,ʃaneŋa
šajȣŋe,N,,,6.17,clay,Ton,agyag,ʃajȣŋe
sońćȣŋe,N,,,6.17,clay,Ton,agyag,sonʲt͡ʃʲȣŋe
soδʲeŋɜ,N,,,6.17,clay,Ton,agyag,soðʲeŋɜ
soδʲeŋa,N,,,6.17,clay,Ton,agyag,soðʲeŋa
sańćȣŋe,N,,,6.17,clay,Ton,agyag,sanʲt͡ʃʲȣŋe
saδʲeŋɜ,N,,,6.17,clay,Ton,agyag,saðʲeŋɜ
saδʲeŋa,N,,,6.17,clay,Ton,agyag,saðʲeŋa
mońćȣŋe,N,,,6.17,clay,Ton,agyag,monʲt͡ʃʲȣŋe
mojȣŋe,N,,,6.17,clay,Ton,agyag,mojȣŋe
manoŋɜ,N,,,6.17,clay,Ton,agyag,manoŋɜ
manoŋa,N,,,6.17,clay,Ton,agyag,manoŋa
maneŋä,N,,,6.17,clay,Ton,agyag,maneŋæ
majeŋɜ,N,,,6.17,clay,Ton,agyag,majeŋɜ
majeŋa,N,,,6.17,clay,Ton,agyag,majeŋa
jonoŋɜ,N,,,6.17,clay,Ton,agyag,jonoŋɜ
jonoŋa,N,,,6.17,clay,Ton,agyag,jonoŋa
joneŋä,N,,,6.17,clay,Ton,agyag,joneŋæ
jojeŋɜ,N,,,6.17,clay,Ton,agyag,jojeŋɜ
jojeŋa,N,,,6.17,clay,Ton,agyag,jojeŋa
jańćeŋɜ,N,,,6.17,clay,Ton,agyag,janʲt͡ʃʲeŋɜ
jańćeŋa,N,,,6.17,clay,Ton,agyag,janʲt͡ʃʲeŋa
jaδʲoŋɜ,N,,,6.17,clay,Ton,agyag,jaðʲoŋɜ
jaδʲoŋa,N,,,6.17,clay,Ton,agyag,jaðʲoŋa
jaδʲeŋä,N,,,6.17,clay,Ton,agyag,jaðʲeŋæ
0ońćeŋɜ,N,,,6.17,clay,Ton,agyag,0onʲt͡ʃʲeŋɜ
0ońćeŋa,N,,,6.17,clay,Ton,agyag,0onʲt͡ʃʲeŋa
0oδʲoŋɜ,N,,,6.17,clay,Ton,agyag,0oðʲoŋɜ
0oδʲoŋa,N,,,6.17,clay,Ton,agyag,0oðʲoŋa
0oδʲeŋä,N,,,6.17,clay,Ton,agyag,0oðʲeŋæ
0ańćeŋɜ,N,,,6.17,clay,Ton,agyag,0anʲt͡ʃʲeŋɜ
0ańćeŋa,N,,,6.17,clay,Ton,agyag,0anʲt͡ʃʲeŋa
0ajeŋɜ,N,,,6.17,clay,Ton,agyag,0ajeŋɜ
0ajeŋa,N,,,6.17,clay,Ton,agyag,0ajeŋa
šoδʲeŋɜ,N,,,6.0,clay,Ton,agyag,ʃoðʲeŋɜ
šoδʲeŋa,N,,,6.0,clay,Ton,agyag,ʃoðʲeŋa
šaδʲeŋɜ,N,,,6.0,clay,Ton,agyag,ʃaðʲeŋɜ
šaδʲeŋa,N,,,6.0,clay,Ton,agyag,ʃaðʲeŋa
soneŋɜ,N,,,6.0,clay,Ton,agyag,soneŋɜ
soneŋa,N,,,6.0,clay,Ton,agyag,soneŋa
saneŋɜ,N,,,6.0,clay,Ton,agyag,saneŋɜ
saneŋa,N,,,6.0,clay,Ton,agyag,saneŋa
moneŋɜ,N,,,6.0,clay,Ton,agyag,moneŋɜ
moneŋa,N,,,6.0,clay,Ton,agyag,moneŋa
moδʲeŋɜ,N,,,6.0,clay,Ton,agyag,moðʲeŋɜ
moδʲeŋa,N,,,6.0,clay,Ton,agyag,moðʲeŋa
mańćoŋɜ,N,,,6.0,clay,Ton,agyag,manʲt͡ʃʲoŋɜ
mańćoŋa,N,,,6.0,clay,Ton,agyag,manʲt͡ʃʲoŋa
maδʲoŋɜ,N,,,6.0,clay,Ton,agyag,maðʲoŋɜ
maδʲoŋa,N,,,6.0,clay,Ton,agyag,maðʲoŋa
maδʲeŋä,N,,,6.0,clay,Ton,agyag,maðʲeŋæ
jońćoŋɜ,N,,,6.0,clay,Ton,agyag,jonʲt͡ʃʲoŋɜ
jońćoŋa,N,,,6.0,clay,Ton,agyag,jonʲt͡ʃʲoŋa
joδʲoŋɜ,N,,,6.0,clay,Ton,agyag,joðʲoŋɜ
joδʲoŋa,N,,,6.0,clay,Ton,agyag,joðʲoŋa
joδʲeŋä,N,,,6.0,clay,Ton,agyag,joðʲeŋæ
janoŋɜ,N,,,6.0,clay,Ton,agyag,janoŋɜ
janoŋa,N,,,6.0,clay,Ton,agyag,janoŋa
janeŋä,N,,,6.0,clay,Ton,agyag,janeŋæ
jajoŋɜ,N,,,6.0,clay,Ton,agyag,jajoŋɜ
jajoŋa,N,,,6.0,clay,Ton,agyag,jajoŋa
0onoŋɜ,N,,,6.0,clay,Ton,agyag,0onoŋɜ
0onoŋa,N,,,6.0,clay,Ton,agyag,0onoŋa
0oneŋä,N,,,6.0,clay,Ton,agyag,0oneŋæ
0ojoŋɜ,N,,,6.0,clay,Ton,agyag,0ojoŋɜ
0ojoŋa,N,,,6.0,clay,Ton,agyag,0ojoŋa
0anoŋɜ,N,,,6.0,clay,Ton,agyag,0anoŋɜ
0anoŋa,N,,,6.0,clay,Ton,agyag,0anoŋa
0aneŋä,N,,,6.0,clay,Ton,agyag,0aneŋæ
0aδʲoŋɜ,N,,,6.0,clay,Ton,agyag,0aðʲoŋɜ
0aδʲoŋa,N,,,6.0,clay,Ton,agyag,0aðʲoŋa
0aδʲeŋä,N,,,6.0,clay,Ton,agyag,0aðʲeŋæ
šońćuŋe,N,,,5.83,clay,Ton,agyag,ʃonʲt͡ʃʲuŋe
šońćȣŋɜ,N,,,5.83,clay,Ton,agyag,ʃonʲt͡ʃʲȣŋɜ
šońćȣŋa,N,,,5.83,clay,Ton,agyag,ʃonʲt͡ʃʲȣŋa
šonȣŋe,N,,,5.83,clay,Ton,agyag,ʃonȣŋe
šańćuŋe,N,,,5.83,clay,Ton,agyag,ʃanʲt͡ʃʲuŋe
šańćȣŋɜ,N,,,5.83,clay,Ton,agyag,ʃanʲt͡ʃʲȣŋɜ
šańćȣŋa,N,,,5.83,clay,Ton,agyag,ʃanʲt͡ʃʲȣŋa
šanȣŋe,N,,,5.83,clay,Ton,agyag,ʃanȣŋe
sojuŋe,N,,,5.83,clay,Ton,agyag,sojuŋe
sojȣŋɜ,N,,,5.83,clay,Ton,agyag,sojȣŋɜ
sojȣŋa,N,,,5.83,clay,Ton,agyag,sojȣŋa
soδʲȣŋe,N,,,5.83,clay,Ton,agyag,soðʲȣŋe
sajuŋe,N,,,5.83,clay,Ton,agyag,sajuŋe
sajȣŋɜ,N,,,5.83,clay,Ton,agyag,sajȣŋɜ
sajȣŋa,N,,,5.83,clay,Ton,agyag,sajȣŋa
saδʲȣŋe,N,,,5.83,clay,Ton,agyag,saðʲȣŋe
mańćȣŋä,N,,,5.83,clay,Ton,agyag,manʲt͡ʃʲȣŋæ
majoŋɜ,N,,,5.83,clay,Ton,agyag,majoŋɜ
majoŋa,N,,,5.83,clay,Ton,agyag,majoŋa
jońćȣŋä,N,,,5.83,clay,Ton,agyag,jonʲt͡ʃʲȣŋæ
jojoŋɜ,N,,,5.83,clay,Ton,agyag,jojoŋɜ
jojoŋa,N,,,5.83,clay,Ton,agyag,jojoŋa
jańćoŋɜ,N,,,5.83,clay,Ton,agyag,janʲt͡ʃʲoŋɜ
jańćoŋa,N,,,5.83,clay,Ton,agyag,janʲt͡ʃʲoŋa
jajȣŋä,N,,,5.83,clay,Ton,agyag,jajȣŋæ
0ońćoŋɜ,N,,,5.83,clay,Ton,agyag,0onʲt͡ʃʲoŋɜ
0ońćoŋa,N,,,5.83,clay,Ton,agyag,0onʲt͡ʃʲoŋa
0ojȣŋä,N,,,5.83,clay,Ton,agyag,0ojȣŋæ
0ańćoŋɜ,N,,,5.83,clay,Ton,agyag,0anʲt͡ʃʲoŋɜ
0ańćoŋa,N,,,5.83,clay,Ton,agyag,0anʲt͡ʃʲoŋa
0ajoŋɜ,N,,,5.83,clay,Ton,agyag,0ajoŋɜ
0ajoŋa,N,,,5.83,clay,Ton,agyag,0ajoŋa
šońćaŋe,N,,,5.67,clay,Ton,agyag,ʃonʲt͡ʃʲaŋe
šojuŋe,N,,,5.67,clay,Ton,agyag,ʃojuŋe
šojȣŋɜ,N,,,5.67,clay,Ton,agyag,ʃojȣŋɜ
šojȣŋa,N,,,5.67,clay,Ton,agyag,ʃojȣŋa
šoδʲȣŋe,N,,,5.67,clay,Ton,agyag,ʃoðʲȣŋe
šańćaŋe,N,,,5.67,clay,Ton,agyag,ʃanʲt͡ʃʲaŋe
šajuŋe,N,,,5.67,clay,Ton,agyag,ʃajuŋe
šajȣŋɜ,N,,,5.67,clay,Ton,agyag,ʃajȣŋɜ
šajȣŋa,N,,,5.67,clay,Ton,agyag,ʃajȣŋa
šaδʲȣŋe,N,,,5.67,clay,Ton,agyag,ʃaðʲȣŋe
sońćuŋe,N,,,5.67,clay,Ton,agyag,sonʲt͡ʃʲuŋe
sońćȣŋɜ,N,,,5.67,clay,Ton,agyag,sonʲt͡ʃʲȣŋɜ
sońćȣŋa,N,,,5.67,clay,Ton,agyag,sonʲt͡ʃʲȣŋa
sonȣŋe,N,,,5.67,clay,Ton,agyag,sonȣŋe
sojaŋe,N,,,5.67,clay,Ton,agyag,sojaŋe
sańćuŋe,N,,,5.67,clay,Ton,agyag,sanʲt͡ʃʲuŋe
sańćȣŋɜ,N,,,5.67,clay,Ton,agyag,sanʲt͡ʃʲȣŋɜ
sańćȣŋa,N,,,5.67,clay,Ton,agyag,sanʲt͡ʃʲȣŋa
sanȣŋe,N,,,5.67,clay,Ton,agyag,sanȣŋe
sajaŋe,N,,,5.67,clay,Ton,agyag,sajaŋe
mońćuŋe,N,,,5.67,clay,Ton,agyag,monʲt͡ʃʲuŋe
mońćȣŋɜ,N,,,5.67,clay,Ton,agyag,monʲt͡ʃʲȣŋɜ
mońćȣŋa,N,,,5.67,clay,Ton,agyag,monʲt͡ʃʲȣŋa
monȣŋe,N,,,5.67,clay,Ton,agyag,monȣŋe
mojuŋe,N,,,5.67,clay,Ton,agyag,mojuŋe
mojȣŋɜ,N,,,5.67,clay,Ton,agyag,mojȣŋɜ
mojȣŋa,N,,,5.67,clay,Ton,agyag,mojȣŋa
moδʲȣŋe,N,,,5.67,clay,Ton,agyag,moðʲȣŋe
majȣŋä,N,,,5.67,clay,Ton,agyag,majȣŋæ
jojȣŋä,N,,,5.67,clay,Ton,agyag,jojȣŋæ
jańćȣŋä,N,,,5.67,clay,Ton,agyag,janʲt͡ʃʲȣŋæ
0ońćȣŋä,N,,,5.67,clay,Ton,agyag,0onʲt͡ʃʲȣŋæ
0ańćȣŋä,N,,,5.67,clay,Ton,agyag,0anʲt͡ʃʲȣŋæ
0ajȣŋä,N,,,5.67,clay,Ton,agyag,0ajȣŋæ
šonɜŋe,N,,,5.5,clay,Ton,agyag,ʃonɜŋe
šojaŋe,N,,,5.5,clay,Ton,agyag,ʃojaŋe
šanɜŋe,N,,,5.5,clay,Ton,agyag,ʃanɜŋe
šajaŋe,N,,,5.5,clay,Ton,agyag,ʃajaŋe
sońćaŋe,N,,,5.5,clay,Ton,agyag,sonʲt͡ʃʲaŋe
soδʲɜŋe,N,,,5.5,clay,Ton,agyag,soðʲɜŋe
sańćaŋe,N,,,5.5,clay,Ton,agyag,sanʲt͡ʃʲaŋe
saδʲɜŋe,N,,,5.5,clay,Ton,agyag,saðʲɜŋe
mońćaŋe,N,,,5.5,clay,Ton,agyag,monʲt͡ʃʲaŋe
mojaŋe,N,,,5.5,clay,Ton,agyag,mojaŋe
šońćuŋɜ,N,,,5.33,clay,Ton,agyag,ʃonʲt͡ʃʲuŋɜ
šońćuŋa,N,,,5.33,clay,Ton,agyag,ʃonʲt͡ʃʲuŋa
šońćɜŋe,N,,,5.33,clay,Ton,agyag,ʃonʲt͡ʃʲɜŋe
šonuŋe,N,,,5.33,clay,Ton,agyag,ʃonuŋe
šonȣŋɜ,N,,,5.33,clay,Ton,agyag,ʃonȣŋɜ
šonȣŋa,N,,,5.33,clay,Ton,agyag,ʃonȣŋa
šoδʲɜŋe,N,,,5.33,clay,Ton,agyag,ʃoðʲɜŋe
šańćuŋɜ,N,,,5.33,clay,Ton,agyag,ʃanʲt͡ʃʲuŋɜ
šańćuŋa,N,,,5.33,clay,Ton,agyag,ʃanʲt͡ʃʲuŋa
šańćɜŋe,N,,,5.33,clay,Ton,agyag,ʃanʲt͡ʃʲɜŋe
šanuŋe,N,,,5.33,clay,Ton,agyag,ʃanuŋe
šanȣŋɜ,N,,,5.33,clay,Ton,agyag,ʃanȣŋɜ
šanȣŋa,N,,,5.33,clay,Ton,agyag,ʃanȣŋa
šaδʲɜŋe,N,,,5.33,clay,Ton,agyag,ʃaðʲɜŋe
sonɜŋe,N,,,5.33,clay,Ton,agyag,sonɜŋe
sojuŋɜ,N,,,5.33,clay,Ton,agyag,sojuŋɜ
sojuŋa,N,,,5.33,clay,Ton,agyag,sojuŋa
sojɜŋe,N,,,5.33,clay,Ton,agyag,sojɜŋe
soδʲuŋe,N,,,5.33,clay,Ton,agyag,soðʲuŋe
soδʲȣŋɜ,N,,,5.33,clay,Ton,agyag,soðʲȣŋɜ
soδʲȣŋa,N,,,5.33,clay,Ton,agyag,soðʲȣŋa
sanɜŋe,N,,,5.33,clay,Ton,agyag,sanɜŋe
sajuŋɜ,N,,,5.33,clay,Ton,agyag,sajuŋɜ
sajuŋa,N,,,5.33,clay,Ton,agyag,sajuŋa
sajɜŋe,N,,,5.33,clay,Ton,agyag,sajɜŋe
saδʲuŋe,N,,,5.33,clay,Ton,agyag,saðʲuŋe
saδʲȣŋɜ,N,,,5.33,clay,Ton,agyag,saðʲȣŋɜ
saδʲȣŋa,N,,,5.33,clay,Ton,agyag,saðʲȣŋa
monɜŋe,N,,,5.33,clay,Ton,agyag,monɜŋe
moδʲɜŋe,N,,,5.33,clay,Ton,agyag,moðʲɜŋe
mańćuŋä,N,,,5.33,clay,Ton,agyag,manʲt͡ʃʲuŋæ
manȣŋä,N,,,5.33,clay,Ton,agyag,manȣŋæ
jońćuŋä,N,,,5.33,clay,Ton,agyag,jonʲt͡ʃʲuŋæ
jonȣŋä,N,,,5.33,clay,Ton,agyag,jonȣŋæ
jajuŋä,N,,,5.33,clay,Ton,agyag,jajuŋæ
jaδʲȣŋä,N,,,5.33,clay,Ton,agyag,jaðʲȣŋæ
0ojuŋä,N,,,5.33,clay,Ton,agyag,0ojuŋæ
0oδʲȣŋä,N,,,5.33,clay,Ton,agyag,0oðʲȣŋæ
šońćeŋe,N,,,5.17,clay,Ton,agyag,ʃonʲt͡ʃʲeŋe
šońćaŋɜ,N,,,5.17,clay,Ton,agyag,ʃonʲt͡ʃʲaŋɜ
šońćaŋa,N,,,5.17,clay,Ton,agyag,ʃonʲt͡ʃʲaŋa
šojuŋɜ,N,,,5.17,clay,Ton,agyag,ʃojuŋɜ
šojuŋa,N,,,5.17,clay,Ton,agyag,ʃojuŋa
šojɜŋe,N,,,5.17,clay,Ton,agyag,ʃojɜŋe
šoδʲuŋe,N,,,5.17,clay,Ton,agyag,ʃoðʲuŋe
šoδʲȣŋɜ,N,,,5.17,clay,Ton,agyag,ʃoðʲȣŋɜ
šoδʲȣŋa,N,,,5.17,clay,Ton,agyag,ʃoðʲȣŋa
šańćeŋe,N,,,5.17,clay,Ton,agyag,ʃanʲt͡ʃʲeŋe
šańćaŋɜ,N,,,5.17,clay,Ton,agyag,ʃanʲt͡ʃʲaŋɜ
šańćaŋa,N,,,5.17,clay,Ton,agyag,ʃanʲt͡ʃʲaŋa
šajuŋɜ,N,,,5.17,clay,Ton,agyag,ʃajuŋɜ
šajuŋa,N,,,5.17,clay,Ton,agyag,ʃajuŋa
šajɜŋe,N,,,5.17,clay,Ton,agyag,ʃajɜŋe
šaδʲuŋe,N,,,5.17,clay,Ton,agyag,ʃaðʲuŋe
šaδʲȣŋɜ,N,,,5.17,clay,Ton,agyag,ʃaðʲȣŋɜ
šaδʲȣŋa,N,,,5.17,clay,Ton,agyag,ʃaðʲȣŋa
sońćuŋɜ,N,,,5.17,clay,Ton,agyag,sonʲt͡ʃʲuŋɜ
sońćuŋa,N,,,5.17,clay,Ton,agyag,sonʲt͡ʃʲuŋa
sońćɜŋe,N,,,5.17,clay,Ton,agyag,sonʲt͡ʃʲɜŋe
sonuŋe,N,,,5.17,clay,Ton,agyag,sonuŋe
sonȣŋɜ,N,,,5.17,clay,Ton,agyag,sonȣŋɜ
sonȣŋa,N,,,5.17,clay,Ton,agyag,sonȣŋa
sojeŋe,N,,,5.17,clay,Ton,agyag,sojeŋe
sojaŋɜ,N,,,5.17,clay,Ton,agyag,sojaŋɜ
sojaŋa,N,,,5.17,clay,Ton,agyag,sojaŋa
sańćuŋɜ,N,,,5.17,clay,Ton,agyag,sanʲt͡ʃʲuŋɜ
sańćuŋa,N,,,5.17,clay,Ton,agyag,sanʲt͡ʃʲuŋa
sańćɜŋe,N,,,5.17,clay,Ton,agyag,sanʲt͡ʃʲɜŋe
sanuŋe,N,,,5.17,clay,Ton,agyag,sanuŋe
sanȣŋɜ,N,,,5.17,clay,Ton,agyag,sanȣŋɜ
sanȣŋa,N,,,5.17,clay,Ton,agyag,sanȣŋa
sajeŋe,N,,,5.17,clay,Ton,agyag,sajeŋe
sajaŋɜ,N,,,5.17,clay,Ton,agyag,sajaŋɜ
sajaŋa,N,,,5.17,clay,Ton,agyag,sajaŋa
mońćuŋɜ,N,,,5.17,clay,Ton,agyag,monʲt͡ʃʲuŋɜ
mońćuŋa,N,,,5.17,clay,Ton,agyag,monʲt͡ʃʲuŋa
mońćɜŋe,N,,,5.17,clay,Ton,agyag,monʲt͡ʃʲɜŋe
monuŋe,N,,,5.17,clay,Ton,agyag,monuŋe
monȣŋɜ,N,,,5.17,clay,Ton,agyag,monȣŋɜ
monȣŋa,N,,,5.17,clay,Ton,agyag,monȣŋa
mojuŋɜ,N,,,5.17,clay,Ton,agyag,mojuŋɜ
mojuŋa,N,,,5.17,clay,Ton,agyag,mojuŋa
mojɜŋe,N,,,5.17,clay,Ton,agyag,mojɜŋe
moδʲuŋe,N,,,5.17,clay,Ton,agyag,moðʲuŋe
moδʲȣŋɜ,N,,,5.17,clay,Ton,agyag,moðʲȣŋɜ
moδʲȣŋa,N,,,5.17,clay,Ton,agyag,moðʲȣŋa
mańćaŋä,N,,,5.17,clay,Ton,agyag,manʲt͡ʃʲaŋæ
majuŋä,N,,,5.17,clay,Ton,agyag,majuŋæ
maδʲȣŋä,N,,,5.17,clay,Ton,agyag,maðʲȣŋæ
jońćaŋä,N,,,5.17,clay,Ton,agyag,jonʲt͡ʃʲaŋæ
jojuŋä,N,,,5.17,clay,Ton,agyag,jojuŋæ
joδʲȣŋä,N,,,5.17,clay,Ton,agyag,joðʲȣŋæ
jańćuŋä,N,,,5.17,clay,Ton,agyag,janʲt͡ʃʲuŋæ
janȣŋä,N,,,5.17,clay,Ton,agyag,janȣŋæ
jajaŋä,N,,,5.17,clay,Ton,agyag,jajaŋæ
0ońćuŋä,N,,,5.17,clay,Ton,agyag,0onʲt͡ʃʲuŋæ
0onȣŋä,N,,,5.17,clay,Ton,agyag,0onȣŋæ
0ojaŋä,N,,,5.17,clay,Ton,agyag,0ojaŋæ
0ańćuŋä,N,,,5.17,clay,Ton,agyag,0anʲt͡ʃʲuŋæ
0anȣŋä,N,,,5.17,clay,Ton,agyag,0anȣŋæ
0ajuŋä,N,,,5.17,clay,Ton,agyag,0ajuŋæ
0aδʲȣŋä,N,,,5.17,clay,Ton,agyag,0aðʲȣŋæ
šonoŋe,N,,,5.0,clay,Ton,agyag,ʃonoŋe
šonɜŋɜ,N,,,5.0,clay,Ton,agyag,ʃonɜŋɜ
šonɜŋa,N,,,5.0,clay,Ton,agyag,ʃonɜŋa
šonaŋä,N,,,5.0,clay,Ton,agyag,ʃonaŋæ
šojeŋe,N,,,5.0,clay,Ton,agyag,ʃojeŋe
šojaŋɜ,N,,,5.0,clay,Ton,agyag,ʃojaŋɜ
šojaŋa,N,,,5.0,clay,Ton,agyag,ʃojaŋa
šanoŋe,N,,,5.0,clay,Ton,agyag,ʃanoŋe
šanɜŋɜ,N,,,5.0,clay,Ton,agyag,ʃanɜŋɜ
šanɜŋa,N,,,5.0,clay,Ton,agyag,ʃanɜŋa
šanaŋä,N,,,5.0,clay,Ton,agyag,ʃanaŋæ
šajeŋe,N,,,5.0,clay,Ton,agyag,ʃajeŋe
šajaŋɜ,N,,,5.0,clay,Ton,agyag,ʃajaŋɜ
šajaŋa,N,,,5.0,clay,Ton,agyag,ʃajaŋa
sońćeŋe,N,,,5.0,clay,Ton,agyag,sonʲt͡ʃʲeŋe
sońćaŋɜ,N,,,5.0,clay,Ton,agyag,sonʲt͡ʃʲaŋɜ
sońćaŋa,N,,,5.0,clay,Ton,agyag,sonʲt͡ʃʲaŋa
soδʲoŋe,N,,,5.0,clay,Ton,agyag,soðʲoŋe
soδʲɜŋɜ,N,,,5.0,clay,Ton,agyag,soðʲɜŋɜ
soδʲɜŋa,N,,,5.0,clay,Ton,agyag,soðʲɜŋa
soδʲaŋä,N,,,5.0,clay,Ton,agyag,soðʲaŋæ
sańćeŋe,N,,,5.0,clay,Ton,agyag,sanʲt͡ʃʲeŋe
sańćaŋɜ,N,,,5.0,clay,Ton,agyag,sanʲt͡ʃʲaŋɜ
sańćaŋa,N,,,5.0,clay,Ton,agyag,sanʲt͡ʃʲaŋa
saδʲoŋe,N,,,5.0,clay,Ton,agyag,saðʲoŋe
saδʲɜŋɜ,N,,,5.0,clay,Ton,agyag,saðʲɜŋɜ
saδʲɜŋa,N,,,5.0,clay,Ton,agyag,saðʲɜŋa
saδʲaŋä,N,,,5.0,clay,Ton,agyag,saðʲaŋæ
mońćeŋe,N,,,5.0,clay,Ton,agyag,monʲt͡ʃʲeŋe
mońćaŋɜ,N,,,5.0,clay,Ton,agyag,monʲt͡ʃʲaŋɜ
mońćaŋa,N,,,5.0,clay,Ton,agyag,monʲt͡ʃʲaŋa
mojeŋe,N,,,5.0,clay,Ton,agyag,mojeŋe
mojaŋɜ,N,,,5.0,clay,Ton,agyag,mojaŋɜ
mojaŋa,N,,,5.0,clay,Ton,agyag,mojaŋa
manɜŋä,N,,,5.0,clay,Ton,agyag,manɜŋæ
majaŋä,N,,,5.0,clay,Ton,agyag,majaŋæ
jonɜŋä,N,,,5.0,clay,Ton,agyag,jonɜŋæ
jojaŋä,N,,,5.0,clay,Ton,agyag,jojaŋæ
jańćaŋä,N,,,5.0,clay,Ton,agyag,janʲt͡ʃʲaŋæ
jaδʲɜŋä,N,,,5.0,clay,Ton,agyag,jaðʲɜŋæ
0ońćaŋä,N,,,5.0,clay,Ton,agyag,0onʲt͡ʃʲaŋæ
0oδʲɜŋä,N,,,5.0,clay,Ton,agyag,0oðʲɜŋæ
0ańćaŋä,N,,,5.0,clay,Ton,agyag,0anʲt͡ʃʲaŋæ
0ajaŋä,N,,,5.0,clay,Ton,agyag,0ajaŋæ
šońćoŋe,N,,,4.83,clay,Ton,agyag,ʃonʲt͡ʃʲoŋe
šońćɜŋɜ,N,,,4.83,clay,Ton,agyag,ʃonʲt͡ʃʲɜŋɜ
šońćɜŋa,N,,,4.83,clay,Ton,agyag,ʃonʲt͡ʃʲɜŋa
šonuŋɜ,N,,,4.83,clay,Ton,agyag,ʃonuŋɜ
šonuŋa,N,,,4.83,clay,Ton,agyag,ʃonuŋa
šoδʲoŋe,N,,,4.83,clay,Ton,agyag,ʃoðʲoŋe
šoδʲɜŋɜ,N,,,4.83,clay,Ton,agyag,ʃoðʲɜŋɜ
šoδʲɜŋa,N,,,4.83,clay,Ton,agyag,ʃoðʲɜŋa
šoδʲaŋä,N,,,4.83,clay,Ton,agyag,ʃoðʲaŋæ
šańćoŋe,N,,,4.83,clay,Ton,agyag,ʃanʲt͡ʃʲoŋe
šańćɜŋɜ,N,,,4.83,clay,Ton,agyag,ʃanʲt͡ʃʲɜŋɜ
šańćɜŋa,N,,,4.83,clay,Ton,agyag,ʃanʲt͡ʃʲɜŋa
šanuŋɜ,N,,,4.83,clay,Ton,agyag,ʃanuŋɜ
šanuŋa,N,,,4.83,clay,Ton,agyag,ʃanuŋa
šaδʲoŋe,N,,,4.83,clay,Ton,agyag,ʃaðʲoŋe
šaδʲɜŋɜ,N,,,4.83,clay,Ton,agyag,ʃaðʲɜŋɜ
šaδʲɜŋa,N,,,4.83,clay,Ton,agyag,ʃaðʲɜŋa
šaδʲaŋä,N,,,4.83,clay,Ton,agyag,ʃaðʲaŋæ
sonoŋe,N,,,4.83,clay,Ton,agyag,sonoŋe
sonɜŋɜ,N,,,4.83,clay,Ton,agyag,sonɜŋɜ
sonɜŋa,N,,,4.83,clay,Ton,agyag,sonɜŋa
sonaŋä,N,,,4.83,clay,Ton,agyag,sonaŋæ
sojoŋe,N,,,4.83,clay,Ton,agyag,sojoŋe
sojɜŋɜ,N,,,4.83,clay,Ton,agyag,sojɜŋɜ
sojɜŋa,N,,,4.83,clay,Ton,agyag,sojɜŋa
soδʲuŋɜ,N,,,4.83,clay,Ton,agyag,soðʲuŋɜ
soδʲuŋa,N,,,4.83,clay,Ton,agyag,soðʲuŋa
sanoŋe,N,,,4.83,clay,Ton,agyag,sanoŋe
sanɜŋɜ,N,,,4.83,clay,Ton,agyag,sanɜŋɜ
sanɜŋa,N,,,4.83,clay,Ton,agyag,sanɜŋa
sanaŋä,N,,,4.83,clay,Ton,agyag,sanaŋæ
sajoŋe,N,,,4.83,clay,Ton,agyag,sajoŋe
sajɜŋɜ,N,,,4.83,clay,Ton,agyag,sajɜŋɜ
sajɜŋa,N,,,4.83,clay,Ton,agyag,sajɜŋa
saδʲuŋɜ,N,,,4.83,clay,Ton,agyag,saðʲuŋɜ
saδʲuŋa,N,,,4.83,clay,Ton,agyag,saðʲuŋa
monoŋe,N,,,4.83,clay,Ton,agyag,monoŋe
monɜŋɜ,N,,,4.83,clay,Ton,agyag,monɜŋɜ
monɜŋa,N,,,4.83,clay,Ton,agyag,monɜŋa
monaŋä,N,,,4.83,clay,Ton,agyag,monaŋæ
moδʲoŋe,N,,,4.83,clay,Ton,agyag,moðʲoŋe
moδʲɜŋɜ,N,,,4.83,clay,Ton,agyag,moðʲɜŋɜ
moδʲɜŋa,N,,,4.83,clay,Ton,agyag,moðʲɜŋa
moδʲaŋä,N,,,4.83,clay,Ton,agyag,moðʲaŋæ
mańćɜŋä,N,,,4.83,clay,Ton,agyag,manʲt͡ʃʲɜŋæ
manuŋä,N,,,4.83,clay,Ton,agyag,manuŋæ
maδʲɜŋä,N,,,4.83,clay,Ton,agyag,maðʲɜŋæ
jońćɜŋä,N,,,4.83,clay,Ton,agyag,jonʲt͡ʃʲɜŋæ
jonuŋä,N,,,4.83,clay,Ton,agyag,jonuŋæ
joδʲɜŋä,N,,,4.83,clay,Ton,agyag,joðʲɜŋæ
janɜŋä,N,,,4.83,clay,Ton,agyag,janɜŋæ
jajɜŋä,N,,,4.83,clay,Ton,agyag,jajɜŋæ
jaδʲuŋä,N,,,4.83,clay,Ton,agyag,jaðʲuŋæ
0onɜŋä,N,,,4.83,clay,Ton,agyag,0onɜŋæ
0ojɜŋä,N,,,4.83,clay,Ton,agyag,0ojɜŋæ
