Lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,link,ipa,subst1_kw_hw_iw
gaaukan,V.,"sich vermehren, zunehmen","increase (V.), wax (V.), abound",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaɔkan,ɡaɔkan
gabaidjan,V.,"zwingen, gebieten, nötigen","compel, force (V.)",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡabɛdjan,ɡabɛdjan
gabairan,V.,"„zusammentragen“, vergleichen, gebären","„bring together“, compare, put side by side with, give birth to",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡabɛran,ɡabɛran
gabairgan,V.,"bergen, bewahren, erhalten (V.)","preserve together, keep intact together",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabɛrɡan,ɡabɛrɡan
gabairhteins,F.,Erscheinung,"illumination, manifestation, epiphany",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabɛrhtins,ɡabɛrhtins
gabairhtjan,V.,"offenbaren, Gestalt gewinnen, erscheinen","bring to light, show clearly, make appear, disclose",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabɛrhtjan,ɡabɛrhtjan
gabandwjan,V.,"durch Winke andeuten, ein Zeichen geben, andeuten","make signs, signify, indicate",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabandwjan,ɡabandwjan
gabatnan,V.,"Vorteil erlangen, Nutzen erlangen","derive benefit, benefit (V.), be benefited, become benefited, become better off,>>>",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabatnan,ɡabatnan
gabauan,V.,"Wohnung aufschlagen, wohnen","take up residence, lodge (V.), reside, make a home",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabɔan,ɡabɔan
gabaur,N.,"„Zusammengebrachtes“, Kollekte, Steuer (F.)","that borne in tribute, tribute (N.), contribution, tax (N.), money-offering",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabɔr,ɡabɔr
gabaur,M.,"Festgelage, Schmaus","carousing (N.), revelry, festive banquet, merrymaking",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabɔr,ɡabɔr
gabaurgja,M.,"Mitbürger, Mitbewohner","co-citizen, fellow townsman",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabɔrɡja,ɡabɔrɡja
gabaurjaba,Adv.,gern,"pleasurably, gladly, with pleasure",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabɔrjaba,ɡabɔrjaba
gabaurjo,Adv.,erfreulich,"pleasurably, enjoyably",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabɔrjo,ɡabɔrjo
gabaurjon,V.,sich freuen,"be glad, be pleased",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabɔrjon,ɡabɔrjon
gabaurjoþus,M.,"Lust, Vergnügen","pleasure, enjoyment",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabɔrjoθus,ɡabɔrjoθus
gabaurþiwaurd,N.,Geschlechtsregister,"record of ancestry, catalogue of ancestry, history of descent, genealogy",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabɔrθɪwɔrd,ɡabɔrθɪwɔrd
gabaurþs,F.,"Geburt, Abstammung, Geschlecht, Geburtsland","birth, ethnic origin, birthplace, descent, race (1), native country",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabɔrθs,ɡabɔrθs
gabei,F.,Reichtum,"riches, opulence",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabi,ɡabi
gabeidan,V.,"ausharren, ertragen","endure, abide, hold out under",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabidan,ɡabidan
gabeigs,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabiɡs,ɡabiɡs
gabeistjan,V.,durchsäuern,leaven (V.),https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabistjan,ɡabistjan
gabidjan,V.,"bitten, beten","say a prayer, request (V.), pray",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡabɪdjan,ɡabɪdjan
gabigaba,Adv.,reichlich,"richly, abundantly",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabɪɡaba,ɡabɪɡaba
gabigjan,V.,"reich machen, bereichern","enrich, make rich",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabɪɡjan,ɡabɪɡjan
gabignan,V.,reich sein (V.),"be rich, become rich, be opulent, become opulent",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabɪɡnan,ɡabɪɡnan
gabigs,Adj.,reich,"rich (Adj.), opulent, wealthy",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabɪɡs,ɡabɪɡs
gabinda,F.,"Band (N.), Binde","band (N.), ligament (N.), ligature, bond (N.)",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabɪnda,ɡabɪnda
gabindan,V.,binden,"bind (V.), bind fast",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabɪndan,ɡabɪndan
gabindi,F.,Band (N.),"bond (N.), ligation",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabɪndɪ,ɡabɪndɪ
gabiugan,V.,beugen,"bend (V.), curve (V.)",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabɪuɡan,ɡabɪwɡan
gablauþjan,V.,"abschaffen, triumphieren","make powerless, bring to naught, defeat (V.), triumph (V.)",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡablɔθjan,ɡablɔθjan
gableiþeins,F.,Erbarmen,"mercifulness, compassionateness, pity (N.)",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabliθins,ɡabliθins
gableiþjan,V.,"sich erbarmen, barmherzig sein (V.)","show kindheartedness toward, have mercy on, take pity",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabliθjan,ɡabliθjan
gablindjan,V.,"verblenden, blenden","make blind, deprive of sight",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡablɪndjan,ɡablɪndjan
gabotjan,V.,"verbessern, herstellen","make good, improve, make better, repair (V.), restore",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabotjan,ɡabotjan
gabrannjan,V.,verbrennen,"burn (V.), consume by fire",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabrannjan,ɡabrannjan
gabrikan,V.,zerbrechen,"break (V.), fracture (V.), smash (V.), crush (V.)",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabrɪkan,ɡabrɪkan
gabruka,F.,Brocken,"broken piece, crumb (N.), fragment",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabruka,ɡabruka
gabundi,F.,Band (N.),"bond (N.), tie (N.)",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡabundɪ,ɡabundɪ
gadaban,V.,"sich ereignen, eintreffen, passen","happen, be suitable, appertain to, pertain properly to, be appertinent to, be ap>>>",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡadaban,ɡadaban
gadaila,M.,"Teilnehmer, Genosse","partner, co-participant",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡadɛla,ɡadɛla
gadailjan,V.,"zuteilen, zerteilen, teilen","divide, partition (V.), allot, apportion, distribute to",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡadɛljan,ɡadɛljan
gadaubjan,V.,"verstocken, verstockt machen","make insensitive, be numb, deaden, harden (V.)",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadɔbjan,ɡadɔbjan
gadauka,M.,Hausgenosse,"house-mate, household companion",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadɔka,ɡadɔka
gadaursan,V.,"sich erkühnen, wagen, freimütig sein (V.)","venture (V.), dare, be brave enough, be bold, be courageous",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadɔrsan,ɡadɔrsan
gadauþjan,V.,"Tod bringen, töten","put to death, kill (V.)",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadɔθjan,ɡadɔθjan
gadauþnan,V.,sterben,"perish, die (V.)",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadɔθnan,ɡadɔθnan
gadeigan,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadiɡan,ɡadiɡan
gadeltha,Adj.,schön,beautiful,https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadeltha,ɡadeltha
gadeþs,F.,Tat,"deed (N.), making (N.), rendering (N.)",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadeθs,ɡadeθs
gadigan,V.,"kneten, bilden, aus Ton bilden","knead, form (V.), mould (V.), form from clay",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadɪɡan,ɡadɪɡan
gadigis,N.,Gebilde,"moulded image, that which is moulded, moulded figure",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadɪɡɪs,ɡadɪɡɪs
gadilata,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadɪlata,ɡadɪlata
gadiliggs,M.,Vetter,cousin (M.),https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadɪlɪɡɡs,ɡadɪlɪɡɡs
gadiupjan,V.,vertiefen,"make deep, go deep, dig deep, achieve depth",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadɪupjan,ɡadɪwpjan
gadofs,Adj.,"schicklich, passend","appertinent, appropriate, suitable, fitting",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadofs,ɡadofs
gadomjan,V.,"urteilen, entscheiden, sich vergleichen, sich messen mit","deem, judge (V.), adjudge, reckon",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadomjan,ɡadomjan
gadraban,V.,aushauen,"chip (V.), hew out, chisel (V.), chop (V.)",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadraban,ɡadraban
gadragan,V.,zusammentragen,"draw together, amass (V.)",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadraɡan,ɡadraɡan
gadragkjan,V.,tränken mit,"give to drink, make drink",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadraɡkjan,ɡadraɡkjan
gadrauhts,M.,Soldat,"soldier, warrior, serviceman",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadrɔhts,ɡadrɔhts
gadrausjan,V.,"hinabstürzen, niederwerfen, herabwerfen","cast down, overthrow (V.), fell (V.), bring down, plunge down",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡadrɔsjan,ɡadrɔsjan
gadrigkan,V.,trinken,"drink (V.), get the chance to drink",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡadrɪɡkan,ɡadrɪɡkan
gadriugs,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=85,ɡadrɪuɡs,ɡadrɪwɡs
gadriusan,V.,"hinfallen, aufhören, fallen","fall (V.), fall down, plunge (V.)",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡadrɪusan,ɡadrɪwsan
gadrobnan,V.,in Bestürzung geraten,"be agitated, become agitated, be unsettled, become unsettled, be disturbed, beco>>>",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡadrobnan,ɡadrobnan
gafah,N.,Fang,"catching (N.), catch (N.)",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafah,ɡafah
gafahan,V.,"ergreifen, erfassen, ertappen, fangen","catch (V.), take (V.), overtake (V.), capture (V.), apprehend, arrest (V.), take>>>",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafahan,ɡafahan
gafahrjan,V.,zubereiten,"put in proper condition, make presentable, make suitable",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafahrjan,ɡafahrjan
gafaihan,V.,sich freuen,joy (V.),https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafɛhan,ɡafɛhan
gafaihon,V.,"übervorteilen, beanspruchen, in Besitz nehmen, täuschen","make into a possession, acquire as property, take advantage of, defraud",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafɛhon,ɡafɛhon
gafairinon,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafɛrɪnon,ɡafɛrɪnon
gafairinonds,"V., Adj.","tadelig, bescholten","culpable, assailable, reprehensible",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafɛrɪnonds,ɡafɛrɪnonds
gafairinoþs,"V., Adj.","tadelig, schuldig","impeached, assailed",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafɛrɪnoθs,ɡafɛrɪnoθs
gafastan,V.,"behalten, bewahren, halten","hold fast, keep (V.), retain, observe, guard (V.), protect",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafastan,ɡafastan
gafaurds,F.,"Versammlung, hoher Rat","supreme assembly, high council, Sanhedrin",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafɔrds,ɡafɔrds
gafaurs,Adj.,"ehrbar, nüchtern, besonnen (Adj.), bescheiden (Adj.), gesittet","temperate (Adj.), restrained, descreet, wellbehaved, sober (Adj.), sober-tongued",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafɔrs,ɡafɔrs
gafehaba,Adv.,"anständig, ehrbar","with pleasant appearance, decorously, becomingly",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafehaba,ɡafehaba
gafehs,Adj.,"anständig, passend, schicklich","decent, respectable, appertinent, appropriate",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafehs,ɡafehs
gafeteins,F.,Kleidung,"adornment, garniture, fine apparel, clothing",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafetins,ɡafetins
gafetjan,V.,kleiden,"dress up, adorn (V.)",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafetjan,ɡafetjan
gafilh,N.,Begräbnis,"burial, interment",https://koeblergerhard.de/wikiling/?f=got&page=85,ɡafɪlh,ɡafɪlh
gafilhan,V.,"begraben (V.), verbergen","hide (V.), conceal, bury, inter (V.)",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafɪlhan,ɡafɪlhan
gafraihnan,V.,"erfragen, fragen, erfahren (V.)","inquire after, ask, find out by inquiry, learn by inquiry",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafrɛhnan,ɡafrɛhnan
gafraþjei,F.,"Klugheit, Besonnenheit, Verständigkeit","rationality, reasonableness, discretion, intelligence",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafraθji,ɡafraθji
gafraþjis,Adj.,"klug, vernünftig","rational, reasonable",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafraθjɪs,ɡafraθjɪs
gafraujinon,V.,"unterjochen, herrschen","dominate, rule (V.), lord it over, subordinate (V.)",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafrɔjɪnon,ɡafrɔjɪnon
gafreideins,F.,"Erhaltung, Bewahrung, Schonung","safekeeping (N.), custody (N.), possession, careful treatment",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafridins,ɡafridins
gafreidjan,V.,"erhalten (V.), schonen","keep safe, treat watchfully, hold in custody, preserve (V.)",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafridjan,ɡafridjan
gafrijons,F.,Kuss,"sign of love, kiss (N.)",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafrɪjons,ɡafrɪjons
gafrisahtjan,V.,abbilden,"depict with a visual image, form (V.), pattern (V.)",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafrɪsahtjan,ɡafrɪsahtjan
gafrisahtnan,V.,"abgebildet werden, Gestalt annehmen, dargestellt werden","be depicted in a visual image, become depicted in a visual image, be configured,>>>",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafrɪsahtnan,ɡafrɪsahtnan
gafriþon,V.,versöhnen,"establish peace between, establish peace among, reconcile",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafrɪθon,ɡafrɪθon
gafriþons,F.,Versöhnung,"establishment of peace, reconciliation, counciliatory pacification",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafrɪθons,ɡafrɪθons
gafulgins,"V., Adj.",verborgen,"concealed (Adj.), hidden (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafulɡɪns,ɡafulɡɪns
gafullaweisjan,V.,"beglaubigen?, vollenden?","instruct thoroughly, indoctrinate fully, teach fully, make fully informed",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafullawisjan,ɡafullawisjan
gafulljan,V.,"erfüllen, füllen, anfüllen","fill (V.), make full",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafulljan,ɡafulljan
gafullnan,V.,erfüllt werden,"be full, become full, be filled up, become filled up",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡafullnan,ɡafullnan
gagaggan,V.,"zusammenkommen, sich versammeln, kommen, sich begeben, eintreten, ausschlagen","come together, gather, assemble, congregate, come about, come to pass, come to b>>>",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡaɡaɡɡan,ɡaɡaɡɡan
gagahaftjan,V.,"zusammenheften, verbinden","fasten together, join together",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡaɡahaftjan,ɡaɡahaftjan
gagaleikon,V.,"sich verwandeln, eine Gestalt annehmen","assume a likeness, take on an appearance, appear similar, change o.s.",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡaɡalikon,ɡaɡalikon
gagamainjan,V.,"verunreinigen, entheiligen","make common, demean, debase, defile",https://koeblergerhard.de/wikiling/?f=got&page=86,ɡaɡamɛnjan,ɡaɡamɛnjan
gagatilon,V.,zusammenfügen,"fit together, assemble",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡaɡatɪlon,ɡaɡatɪlon
gagawairþjan,V.,versöhnen,"reconcile, bring together, lead to concord",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡaɡawɛrθjan,ɡaɡawɛrθjan
gagawairþnan,V.,"sich versöhnen, versöhnt werden","be reconciled to, become reconciled to, come together with, find concord to",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡaɡawɛrθnan,ɡaɡawɛrθnan
gageigan,V.,gewinnen,"acquire, gain (V.)",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡaɡiɡan,ɡaɡiɡan
gagg,N.,"Gang (M.) (2), Weg, Straße","street, way, road",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡaɡɡ,ɡaɡɡ
gagga,M.,"„Gänger“, „Geher“",going person,https://koeblergerhard.de/wikiling/?f=got&page=87,ɡaɡɡa,ɡaɡɡa
gaggan,V.,"gehen, wandeln, umhergehen, kommen","be on the way to somewhere, go (V.), come, walk (V.)",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡaɡɡan,ɡaɡɡan
gaggi,N.,"Gehen, Gang (M.) (1)","walking (N.), walk (N.)",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡaɡɡɪ,ɡaɡɡɪ
gaggja,M.,"„Gänger“, „Geher“",going person,https://koeblergerhard.de/wikiling/?f=got&page=87,ɡaɡɡja,ɡaɡɡja
gaggjan,V.,"gehen, reisen","go on a journey, make a journey",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡaɡɡjan,ɡaɡɡjan
gagrefts,F.,"Beschluss, Verordnung, Befehl","what is resolved, resolution, decree, resoluteness, resolve (N.), determination",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡaɡrefts,ɡaɡrefts
gagudaba,Adv.,"fromm, gottesfürchtig","godly, in a godly manner, in a saintly manner",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡaɡudaba,ɡaɡudaba
gagudei,F.,Frömmigkeit,"godliness, piety, devotion, saintliness",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡaɡudi,ɡaɡudi
gaguþs,Adj.,"ehrbar, anständig","godly, pious, saintly, honourable, respected",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡaɡuθs,ɡaɡuθs
gahaban,V.,"ergreifen (ingressiv), behalten (effektiv), festhalten (effektiv), enthalten, ha>>>","lay hold on, seize, hold (V.), retain, hold onto, hold fast, withhold o.s., abst>>>",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡahaban,ɡahaban
gahabands,"V., Adj.",beherrscht,"self-controlled, continent (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡahabands,ɡahabands
gahaftjan,V.,"heften, anhängen",join o.s. to,https://koeblergerhard.de/wikiling/?f=got&page=87,ɡahaftjan,ɡahaftjan
gahaftnan,V.,"anhangen, sich anheften","stick to, adhere to, cling to",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡahaftnan,ɡahaftnan
gahafts,Adj.,zusammengeheftet,"fastened together, held together",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡahafts,ɡahafts
gahahjis,Adj.,zusammenhängend,"coherent, connected (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=87,ɡahahjɪs,ɡahahjɪs
gahahjo,Adv.,"zusammenhängend, im Zusammenhang, der Reihe nach","coherently, connectedly, orderly",https://koeblergerhard.de/wikiling/?f=got&page=88,ɡahahjo,ɡahahjo
gahailjan,V.,"heilen (V.) (1), herstellen","heal (V.), restore to health",https://koeblergerhard.de/wikiling/?f=got&page=88,ɡahɛljan,ɡahɛljan
gahailnan,V.,"geheilt werden, hergestellt werden, gesund werden","be healed, become healed, be restored to health, become restored to health",https://koeblergerhard.de/wikiling/?f=got&page=88,ɡahɛlnan,ɡahɛlnan
gahails,Adj.,ganz unversehrt,"intact, whole, unblemished",https://koeblergerhard.de/wikiling/?f=got&page=88,ɡahɛls,ɡahɛls
gahait,N.,"Verheißung, Versprechen","promise (N.), pledge (N.)",https://koeblergerhard.de/wikiling/?f=got&page=88,ɡahɛt,ɡahɛt
