Lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,link,ipa,subst1_kw_hw_iw
ubilwaurds,Adj.,"„übelredend“, schmähsüchtig","evil-tongued, maligning (Adj.), evil-speaking, reviler (= subst.)",https://koeblergerhard.de/wikiling/?f=got&page=238,ubɪlwɔrds,ubɪlwɔrds
ubizwa,F.,Halle,"portico, colonnade",https://koeblergerhard.de/wikiling/?f=got&page=238,ubɪzwa,ubɪzwa
ubuh,Präp.,unter,under,https://koeblergerhard.de/wikiling/?f=got&page=238,ubuh,ubuh
uburt,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=238,uburt,uburt
ud,Abkürzung,74,74,https://koeblergerhard.de/wikiling/?f=got&page=238,ud,ud
uf,Präp.,unter,"under, underneath, beneath",https://koeblergerhard.de/wikiling/?f=got&page=238,uf,uf
ufaiþeis,Adj.,"durch Eid verpflichtet, durch Eid verbunden, vereidet","under oath, bound by oath",https://koeblergerhard.de/wikiling/?f=got&page=238,ufɛθis,ufɛθis
ufanus,Adj.,der seinen Überfluss zeigt,one who presents his superabundance,https://koeblergerhard.de/wikiling/?f=got&page=238,ufanus,ufanus
ufar,"Präp., V.",über,"over, above",https://koeblergerhard.de/wikiling/?f=got&page=238,ufar,ufar
ufara,Adj.,obere,"the one above, superior",https://koeblergerhard.de/wikiling/?f=got&page=238,ufara,ufara
ufarassjan,V.,"überfließend machen, überschwänglich machen, überfließen, im Überfluss vorhanden>>>","be abundant, be in superfluity, be in profusion, make profuse",https://koeblergerhard.de/wikiling/?f=got&page=238,ufarassjan,ufarassjan
ufarassus,M.,"Überfluss, Übermaß","exceedingness, oversufficiency, superabundance, superpassingness, superiority",https://koeblergerhard.de/wikiling/?f=got&page=238,ufarassus,ufarassus
ufarfullei,F.,"Überfülle, Überfluss","overfullness, superabundance, superfluity",https://koeblergerhard.de/wikiling/?f=got&page=238,ufarfulli,ufarfulli
ufarfulljan,V.,überfüllen,"overfill, fill to superabundance",https://koeblergerhard.de/wikiling/?f=got&page=238,ufarfulljan,ufarfulljan
ufarfulls,Adj.,"festgedrückt, übervoll","overfull, filled to overflowing",https://koeblergerhard.de/wikiling/?f=got&page=238,ufarfulls,ufarfulls
ufargaggan,V.,"etwas übertreten, übergreifen, überschreiten","transgress (V.), overstep (V.), trespass (V.), go beyond, cross over",https://koeblergerhard.de/wikiling/?f=got&page=238,ufarɡaɡɡan,ufarɡaɡɡan
ufargiutan,V.,"übergießen, übervoll gießen","let overflow, pour to overflowing",https://koeblergerhard.de/wikiling/?f=got&page=238,ufarɡɪutan,ufarɡɪwtan
ufargudja,M.,"Oberpriester, Mitglied des Synhedrions","high priest, chief priest",https://koeblergerhard.de/wikiling/?f=got&page=238,ufarɡudja,ufarɡudja
ufarhafjan,V.,überheben,"raise above, lift up over, exalt o.s.",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarhafjan,ufarhafjan
ufarhafnan,V.,sich überheben,"be excessively exalted, become excessively exalted, exalt o.s., be overly raised>>>",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarhafnan,ufarhafnan
ufarhamon,V.,"überziehen, sich mit etwas überkleiden, sich anziehen","be clad with, become clad with, be clothed over with, become clothed over with, >>>",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarhamon,ufarhamon
ufarhauhjan,V.,"„überhöhen“, verblenden","over-exalt, over-extol, be puffed up",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarhɔhjan,ufarhɔhjan
ufarhauseins,F.,"Überhören, Ungehorsam","disobedience, insubordination",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarhɔsins,ufarhɔsins
ufarhausjan,V.,überhören,disobey,https://koeblergerhard.de/wikiling/?f=got&page=239,ufarhɔsjan,ufarhɔsjan
ufarhiminakunds,Adj.,himmlisch,"born of heaven above, heavenly, of heavenly origin",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarhɪmɪnakunds,ufarhɪmɪnakunds
ufarhleiþrjan,V.,"überzelten, ein Zelt über jemandem aufschlagen","tent over, cover as with a tent, canopy (V.)",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarhliθrjan,ufarhliθrjan
ufarhugjan,V.,sich überheben,"have a haughty attitude, be elated",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarhuɡjan,ufarhuɡjan
ufarjaina,Adv.,darüber hinaus,"beyond, over beyond",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarjɛna,ufarjɛna
ufarlagjan,V.,überdecken,lay over,https://koeblergerhard.de/wikiling/?f=got&page=239,ufarlaɡjan,ufarlaɡjan
ufarleiþan,V.,"übersetzen (V.) (1), hinüberfahren","pass over, cross over, go across",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarliθan,ufarliθan
ufarmaudei,F.,Vergessenheit,"forgetfulness, oblivion",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarmɔdi,ufarmɔdi
ufarmaudeins,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=239,ufarmɔdins,ufarmɔdins
ufarmaudjan,V.,vergessen (V.),"forget, dismiss from the mind",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarmɔdjan,ufarmɔdjan
ufarmeleins,F.,Überschrift,"superscription, epigraph, inscription, title",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarmelins,ufarmelins
ufarmeli,N.,Überschrift,"caption, legend, label (N.), title, inscription",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarmelɪ,ufarmelɪ
ufarmeljan,V.,"überschreiben, darüber schreiben","write above, superscribe, write over, inscribe over",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarmeljan,ufarmeljan
ufarmiton,V.,vergessen (V.)?,forget?,https://koeblergerhard.de/wikiling/?f=got&page=239,ufarmɪton,ufarmɪton
ufarmunnon,V.,vergessen (V.),"forget, overlook, neglect (V.)",https://koeblergerhard.de/wikiling/?f=got&page=239,ufarmunnon,ufarmunnon
ufaro,"Adv., Präp.","darüber, über etwas, über einem, über einer Sache","over, over it, above, on top, atop, on top of, in supervision of",https://koeblergerhard.de/wikiling/?f=got&page=240,ufaro,ufaro
ufarranneins,F.,Besprengung,"sprinkling, aspergation",https://koeblergerhard.de/wikiling/?f=got&page=240,ufarrannins,ufarrannins
ufarrannjan,V.,"„überrennen“, besprengen",make run down over,https://koeblergerhard.de/wikiling/?f=got&page=240,ufarrannjan,ufarrannjan
ufarskadwjan,V.,überschatten,overshadow (V.),https://koeblergerhard.de/wikiling/?f=got&page=240,ufarskadwjan,ufarskadwjan
ufarskafts,F.,"Erstlingsfrucht, Anbruch","superstructure, altar, first fruit",https://koeblergerhard.de/wikiling/?f=got&page=240,ufarskafts,ufarskafts
ufarsteigan,V.,darüber emporsteigen,"climb up beyond, surpass in climbing, go up",https://koeblergerhard.de/wikiling/?f=got&page=240,ufarstiɡan,ufarstiɡan
ufarswara,M.,Meineidiger,"perjurer, oath-breaker",https://koeblergerhard.de/wikiling/?f=got&page=240,ufarswara,ufarswara
ufarswaran,V.,falsch schwören,"perjure o.s., swear falsely",https://koeblergerhard.de/wikiling/?f=got&page=240,ufarswaran,ufarswaran
ufartrusnjan,V.,überstreuen,"scatter over, strew over, sprinkle over",https://koeblergerhard.de/wikiling/?f=got&page=240,ufartrusnjan,ufartrusnjan
ufarþeihan,V.,übertreffen,"surpass (V.), develop beyond, expand beyond, excel",https://koeblergerhard.de/wikiling/?f=got&page=240,ufarθihan,ufarθihan
ufarwahsjan,V.,"überaus wachsen, sich stark vermehren","wax exceedingly, exceed in growth, grow abundantly",https://koeblergerhard.de/wikiling/?f=got&page=240,ufarwahsjan,ufarwahsjan
ufarwisan,V.,"überragend sein (V.), übersteigen, hervorragen","be above, be over, be superior to, exceed",https://koeblergerhard.de/wikiling/?f=got&page=240,ufarwɪsan,ufarwɪsan
ufbauljan,V.,aufblasen,"make swell, make swollen, bloat up",https://koeblergerhard.de/wikiling/?f=got&page=240,ufbɔljan,ufbɔljan
ufblesan,V.,"aufblasen, sich aufblähen","blow up, puff up, boast (V.), be puffed up",https://koeblergerhard.de/wikiling/?f=got&page=240,ufblesan,ufblesan
ufbloteins,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=240,ufblotins,ufblotins
ufbrikan,V.,"verwerfen, verachten","despise (V.), spurn (V.), rebuff (V.)",https://koeblergerhard.de/wikiling/?f=got&page=240,ufbrɪkan,ufbrɪkan
ufbrikands,"V., Adj.",,,https://koeblergerhard.de/wikiling/?f=got&page=240,ufbrɪkands,ufbrɪkands
ufbrinnan,V.,verbrennen,"burn up, become scorched",https://koeblergerhard.de/wikiling/?f=got&page=240,ufbrɪnnan,ufbrɪnnan
ufdaupjan,V.,"taufen, eintauchen","dip (V.), baptize",https://koeblergerhard.de/wikiling/?f=got&page=240,ufdɔpjan,ufdɔpjan
ufgairdan,V.,umgürten,gird up,https://koeblergerhard.de/wikiling/?f=got&page=240,ufɡɛrdan,ufɡɛrdan
ufgraban,V.,"nachgraben, unterwühlen, aufgraben","dig down into, dig up",https://koeblergerhard.de/wikiling/?f=got&page=241,ufɡraban,ufɡraban
ufhaban,V.,"aufheben, emporhalten","hold up, raise up",https://koeblergerhard.de/wikiling/?f=got&page=241,ufhaban,ufhaban
ufhauseins,F.,Gehorsam,"submission, obedience, heed (N.)",https://koeblergerhard.de/wikiling/?f=got&page=241,ufhɔsins,ufhɔsins
ufhausjan,V.,"gehorchen, sich an etwas halten","obey, heed (V.), listen to submissively",https://koeblergerhard.de/wikiling/?f=got&page=241,ufhɔsjan,ufhɔsjan
ufhausjands,"V., Adj.",,,https://koeblergerhard.de/wikiling/?f=got&page=241,ufhɔsjands,ufhɔsjands
ufhlohjan,V.,"auflachen machen, lachen machen, auflachen (= Pass.)","cause to laugh, give cause for rejoicing",https://koeblergerhard.de/wikiling/?f=got&page=241,ufhlohjan,ufhlohjan
ufhnaiweins,F.,"Gehorsam, Unterordnung, Unterwerfung","submission, subordination",https://koeblergerhard.de/wikiling/?f=got&page=241,ufhnɛwins,ufhnɛwins
ufhnaiwjan,V.,einen unterwerfen unter,"subject (V.), subjugate (V.)",https://koeblergerhard.de/wikiling/?f=got&page=241,ufhnɛwjan,ufhnɛwjan
ufhropjan,V.,"aufschreien, ausrufen","cry forth, cry out, shout out",https://koeblergerhard.de/wikiling/?f=got&page=241,ufhropjan,ufhropjan
ufjo,F.,Überfluss,"superfluity, excess (N.)",https://koeblergerhard.de/wikiling/?f=got&page=241,ufjo,ufjo
ufkunnan,V.,"erkennen, erfahren (V.)","get to know, come to know, determine, find out, realize, perceive, recognize, ex>>>",https://koeblergerhard.de/wikiling/?f=got&page=241,ufkunnan,ufkunnan
ufkunþi,N.,Erkenntnis,"knowledge, accurate understanding, recognition",https://koeblergerhard.de/wikiling/?f=got&page=241,ufkunθɪ,ufkunθɪ
ufligan,V.,"unterliegen, verschmachten, matt werden, sterben","decline (V.), drop (V.), sink (V.), fail, be faint",https://koeblergerhard.de/wikiling/?f=got&page=241,uflɪɡan,uflɪɡan
ufmeljan,V.,unterschreiben,"sign (V.), write underneath",https://koeblergerhard.de/wikiling/?f=got&page=241,ufmeljan,ufmeljan
ufrakjan,V.,"aufrecken, ausstrecken, hinaufziehen","stretch out, extend, reach out",https://koeblergerhard.de/wikiling/?f=got&page=241,ufrakjan,ufrakjan
ufsaggqjan,V.,versenken,"make sink down, cause to submerge, engulf",https://koeblergerhard.de/wikiling/?f=got&page=241,ufsaɡɡkʷjan,ufsaɡɡkwjan
ufsliupan,V.,"einschleichen, zu Unrecht einführen, sich zurückziehen, sich fortschleichen","slip by, slide past, slip on past, shrink back",https://koeblergerhard.de/wikiling/?f=got&page=241,ufslɪupan,ufslɪwpan
ufsneiþan,V.,"„aufschneiden“, schlachten","cut to death, slaughter (V.), kill (V.), butcher (V.)",https://koeblergerhard.de/wikiling/?f=got&page=241,ufsniθan,ufsniθan
ufstraujan,V.,"darunterstreuen, unterbreiten","strew down, scatter down, spread beneath",https://koeblergerhard.de/wikiling/?f=got&page=241,ufstrɔjan,ufstrɔjan
ufswalleins,F.,"Aufgeblasenheit, Hochmut","swelling up, swollenness, bloatedness, vanity, being puffed up",https://koeblergerhard.de/wikiling/?f=got&page=241,ufswallins,ufswallins
ufswalljan,V.,"aufschwellen, aufblasen","swell up, bloat up",https://koeblergerhard.de/wikiling/?f=got&page=242,ufswalljan,ufswalljan
ufswogjan,V.,aufseufzen,"sigh deeply, heave a deep sigh",https://koeblergerhard.de/wikiling/?f=got&page=242,ufswoɡjan,ufswoɡjan
ufta,Adv.,oft,"often, frequently",https://koeblergerhard.de/wikiling/?f=got&page=242,ufta,ufta
ufto,Adv.,vielleicht,"very possibly, quite likely, indeed",https://koeblergerhard.de/wikiling/?f=got&page=242,ufto,ufto
ufþanjan,V.,"ausdehnen, ausstrecken, nach etwas trachten","stretch (V.), extend, strain (V.), strive for",https://koeblergerhard.de/wikiling/?f=got&page=242,ufθanjan,ufθanjan
ufwaira,"Adj., F.",verheiratet,married,https://koeblergerhard.de/wikiling/?f=got&page=242,ufwɛra,ufwɛra
ufwopjan,V.,"aufschreien, ausrufen","call out, cry out, cry aloud, exclaim",https://koeblergerhard.de/wikiling/?f=got&page=242,ufwopjan,ufwopjan
ug,Abkürzung,73,73,https://koeblergerhard.de/wikiling/?f=got&page=242,uɡ,uɡ
ugkar,Pron.,unser beider,of us both,https://koeblergerhard.de/wikiling/?f=got&page=242,uɡkar,uɡkar
ugkis,Pron.,,,https://koeblergerhard.de/wikiling/?f=got&page=242,uɡkɪs,uɡkɪs
ugkja,M.,Unze (= Landmaß),ounce (N.) (1) (= land measure),https://koeblergerhard.de/wikiling/?f=got&page=242,uɡkja,uɡkja
uh,Partikel,"und, nun, also","and, also, too, likewise, thereupon, subsequently, consequently, so then",https://koeblergerhard.de/wikiling/?f=got&page=242,uh,uh
uh,Partikel,,,https://koeblergerhard.de/wikiling/?f=got&page=242,uh,uh
uhtedun,,,,https://koeblergerhard.de/wikiling/?f=got&page=242,uhtedun,uhtedun
uhteigo,Adv.,"zur rechten Zeit, zu gelegener Zeit","at an opportune time, seasonably, in season",https://koeblergerhard.de/wikiling/?f=got&page=242,uhtiɡo,uhtiɡo
uhteigs,Adj.,"Zeit habend, unbeschäftigt","with free time, having ample time",https://koeblergerhard.de/wikiling/?f=got&page=242,uhtiɡs,uhtiɡs
uhti,N.,"Zeit?, Gewohnheit?","time (N.)?, custom (N.)?, usage?",https://koeblergerhard.de/wikiling/?f=got&page=242,uhtɪ,uhtɪ
uhtiugs,Adj.,"gelegen, passend, zeitgemäß","timely, opportune, temporally convenient",https://koeblergerhard.de/wikiling/?f=got&page=242,uhtɪuɡs,uhtɪwɡs
uhts,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=242,uhts,uhts
uhtwo,F.,Morgendämmerung,"foredawn, dawn (N.), daybreak",https://koeblergerhard.de/wikiling/?f=got&page=242,uhtwo,uhtwo
uhþan,"Partikel, Adv., Konj.",,,https://koeblergerhard.de/wikiling/?f=got&page=243,uhθan,uhθan
ulbandus,"F., M.",Kamel,camel,https://koeblergerhard.de/wikiling/?f=got&page=243,ulbandus,ulbandus
uma,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=243,uma,uma
umists,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=243,umɪsts,umɪsts
un,V.,un-,"un-, non-, a-",https://koeblergerhard.de/wikiling/?f=got&page=243,un,un
unagands,"V., Adj.","„unfurchtsam“, furchtlos","unfearing, unafraid, fearless",https://koeblergerhard.de/wikiling/?f=got&page=243,unaɡands,unaɡands
unagei,F.,Furchtlosigkeit,"fearlessness, unfearfulness, unafraidness",https://koeblergerhard.de/wikiling/?f=got&page=243,unaɡi,unaɡi
unags,Adj.,furchtlos,fearless,https://koeblergerhard.de/wikiling/?f=got&page=243,unaɡs,unaɡs
unairkns,Adj.,"unheilig, gottlos","impure, ungenuine, distorted, adulterated, corrupted, unholy",https://koeblergerhard.de/wikiling/?f=got&page=243,unɛrkns,unɛrkns
unaiwisks,Adj.,ohne Schande,"blameless, without shame, irreproachable, unshameful",https://koeblergerhard.de/wikiling/?f=got&page=243,unɛwɪsks,unɛwɪsks
unanasiuniba,Adv.,unsichtbar,"invisibly, unseeably",https://koeblergerhard.de/wikiling/?f=got&page=243,unanasɪunɪba,unanasɪwnɪba
unanasiuns,Adj.,unsichtbar,"invisible, unseeable",https://koeblergerhard.de/wikiling/?f=got&page=243,unanasɪuns,unanasɪwns
unandhuliþs,"V., Adj.",unenthüllt,"not uncovered, non-unveiled, unlifted",https://koeblergerhard.de/wikiling/?f=got&page=243,unandhulɪθs,unandhulɪθs
unandsakans,"V., Adj.",unbestritten,"uncontroverted, undisputed",https://koeblergerhard.de/wikiling/?f=got&page=243,unandsakans,unandsakans
unandsoks,Adj.,"unbestreitbar, unwiderleglich","indisputable, incontestable",https://koeblergerhard.de/wikiling/?f=got&page=243,unandsoks,unandsoks
unatgahts,Adj.,unzugänglich,"inaccessible, unapproachable",https://koeblergerhard.de/wikiling/?f=got&page=243,unatɡahts,unatɡahts
unbairands,"V., Adj.",nicht tragend,"unbearing, non-bearing",https://koeblergerhard.de/wikiling/?f=got&page=243,unbɛrands,unbɛrands
unbarnahs,Adj.,kinderlos,"childless, without children",https://koeblergerhard.de/wikiling/?f=got&page=243,unbarnahs,unbarnahs
unbaurans,"V., Adj.",ungeboren,unborn,https://koeblergerhard.de/wikiling/?f=got&page=243,unbɔrans,unbɔrans
unbeistei,F.,"Ungesäuertsein, ungesäuertes Brot","unleavenedness, unfermentedness",https://koeblergerhard.de/wikiling/?f=got&page=243,unbisti,unbisti
unbeistjoþs,"V., Adj.",ungesäuert,"unleavened, unfermented",https://koeblergerhard.de/wikiling/?f=got&page=244,unbistjoθs,unbistjoθs
unbiari,N.,"wildes Tier, Bestie","beast, wild beast, brute (N.), wild animal",https://koeblergerhard.de/wikiling/?f=got&page=244,unbɪarɪ,unbɪarɪ
unbilaistiþs,"V., Adj.","unaufspürbar, unbegreiflich, unerforscht","untraced, unexplored, untrackable, unexplorable, inscrutable",https://koeblergerhard.de/wikiling/?f=got&page=244,unbɪlɛstɪθs,unbɪlɛstɪθs
unbimait,N.,"Nichtbeschneidung, Vorhaut","uncircumcision, foreskin",https://koeblergerhard.de/wikiling/?f=got&page=244,unbɪmɛt,unbɪmɛt
unbimaitans,"V., Adj.",unbeschnitten,uncircumcised,https://koeblergerhard.de/wikiling/?f=got&page=244,unbɪmɛtans,unbɪmɛtans
unbruks,Adj.,unbrauchbar,"useless, needless, inutile",https://koeblergerhard.de/wikiling/?f=got&page=244,unbruks,unbruks
und,"Präp., V.","bis, zu, für, um etwas, ent-","unto, all the way to, up to, down to, until, till, throughout, away, off",https://koeblergerhard.de/wikiling/?f=got&page=244,und,und
undar,Präp.,unter,"under, underneath",https://koeblergerhard.de/wikiling/?f=got&page=244,undar,undar
undarists,"Adj., Adj.","das Innere, innerste, die untersten","undermost, lowest, nethermost, interior (N.), lower parts",https://koeblergerhard.de/wikiling/?f=got&page=244,undarɪsts,undarɪsts
undarleija,M.,"Allergeringster, Geringster","lowliest person, one lowest down, least (M.)",https://koeblergerhard.de/wikiling/?f=got&page=244,undarlija,undarlija
undarleis,Adj.,"niedrig, gering","lowest down, lowliest",https://koeblergerhard.de/wikiling/?f=got&page=244,undarlis,undarlis
undaro,Präp.,unter,"under, beneath",https://koeblergerhard.de/wikiling/?f=got&page=244,undaro,undaro
undaurnimats,M.,"Frühstück, Mittagsmahl","midday breakfast, noon meal",https://koeblergerhard.de/wikiling/?f=got&page=244,undɔrnɪmats,undɔrnɪmats
undgreipan,V.,"ergreifen, requirieren","lay hold on, take (V.), seize",https://koeblergerhard.de/wikiling/?f=got&page=244,undɡripan,undɡripan
undiwanei,F.,Unsterblichkeit,immortality,https://koeblergerhard.de/wikiling/?f=got&page=244,undɪwani,undɪwani
undiwans,Adj.,unsterblich,immortal,https://koeblergerhard.de/wikiling/?f=got&page=244,undɪwans,undɪwans
undredan,V.,"besorgen, gewähren","adduce, advance (V.), provide for, grant (V.)",https://koeblergerhard.de/wikiling/?f=got&page=244,undredan,undredan
undrinnan,V.,"zufallen, zuteil werden, untereinander disputieren (= miþ sis missō sik undrinna>>>","accrue to, fall to the share of, fall to",https://koeblergerhard.de/wikiling/?f=got&page=244,undrɪnnan,undrɪnnan
unfagrs,Adj.,unpassend,"unsuitable, unsuited, ungrateful",https://koeblergerhard.de/wikiling/?f=got&page=244,unfaɡrs,unfaɡrs
unfairina,Adj.,"tadellos, außer Schuld, ohne Tadel","unimpeachable, blameless, beyond accusation, unassailable, unblamable",https://koeblergerhard.de/wikiling/?f=got&page=244,unfɛrɪna,unfɛrɪna
unfairinodaba,Adv.,"untadelig, tadellos","unblamably, blamelessly",https://koeblergerhard.de/wikiling/?f=got&page=245,unfɛrɪnodaba,unfɛrɪnodaba
unfairinona,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=245,unfɛrɪnona,unfɛrɪnona
unfairlaistiþs,"V., Adj.","unaufspürbar, unerforschlich","untraced, untracked, inscrutable",https://koeblergerhard.de/wikiling/?f=got&page=245,unfɛrlɛstɪθs,unfɛrlɛstɪθs
unfaurs,Adj.,geschwätzig,"indiscreet, imprudent, gossipy",https://koeblergerhard.de/wikiling/?f=got&page=245,unfɔrs,unfɔrs
unfaurweis,Adj.,"unvorsätzlich, ohne Vorbedacht, unbedacht","unintentional, unwitting, thoughtless",https://koeblergerhard.de/wikiling/?f=got&page=245,unfɔrwis,unfɔrwis
unfraþjands,"V., Adj.",unverständig,"unperceiving, uncomprehending, mindless, foolish",https://koeblergerhard.de/wikiling/?f=got&page=245,unfraθjands,unfraθjands
unfreideins,F.,"Schonungslosigkeit, Härte","non-sparingness, non-safeguarding, mercilessness, severity",https://koeblergerhard.de/wikiling/?f=got&page=245,unfridins,unfridins
unfrodei,F.,"Unverstand, Torheit","unintelligence, nonsense, foolishness",https://koeblergerhard.de/wikiling/?f=got&page=245,unfrodi,unfrodi
unfroþs,Adj.,unverständig,"unintelligent, nonsensical, ignorant",https://koeblergerhard.de/wikiling/?f=got&page=245,unfroθs,unfroθs
ungafairinonds,"V., Adj.","tadellos, unbescholten","irreprehensible, unassailable, unculpable",https://koeblergerhard.de/wikiling/?f=got&page=245,unɡafɛrɪnonds,unɡafɛrɪnonds
ungafairinoþs,"V., Adj.","tadellos, unbescholten, schuldlos","unimpeached, unassailed, blameless, irreproachable",https://koeblergerhard.de/wikiling/?f=got&page=245,unɡafɛrɪnoθs,unɡafɛrɪnoθs
ungahabands,"V., Adj.","zügellos, unbeherrscht, unenthaltsam","incontinent, lacking self-control",https://koeblergerhard.de/wikiling/?f=got&page=245,unɡahabands,unɡahabands
ungahobains,F.,"Unmäßigkeit, Unenthaltsamkeit","incontinence, lack of self-control",https://koeblergerhard.de/wikiling/?f=got&page=245,unɡahobɛns,unɡahobɛns
ungaƕairbs,Adj.,"unfügsam, ungehorsam","uncompliant, unruly, unbelieving, refractory, unamenable",https://koeblergerhard.de/wikiling/?f=got&page=245,unɡahʷɛrbs,unɡahwɛrbs
ungakusans,"V., Adj.","verwerflich, nicht probehaltig","unqualified, tested to be unsuccessful, unsuccessful in test",https://koeblergerhard.de/wikiling/?f=got&page=245,unɡakusans,unɡakusans
ungalaubeins,F.,"Unglaube, Ungehorsam","disbelief, faithlessness",https://koeblergerhard.de/wikiling/?f=got&page=245,unɡalɔbins,unɡalɔbins
ungalaubjands,"V., Adj.","ungläubig, ungehorsam","unbelieving, uncompliant, disobedient",https://koeblergerhard.de/wikiling/?f=got&page=245,unɡalɔbjands,unɡalɔbjands
ungalaufs,Adj.,wertlos,"unvaluable, cheap, of no value",https://koeblergerhard.de/wikiling/?f=got&page=245,unɡalɔfs,unɡalɔfs
ungaraihtei,F.,"Gesetzlosigkeit, Ungerechtigkeit","unrighteousness, iniquity, injustice, lawlessness",https://koeblergerhard.de/wikiling/?f=got&page=245,unɡarɛhti,unɡarɛhti
ungasaiƕans,"V., Adj.","ungesehen, unsichtbar","unseen, invisible",https://koeblergerhard.de/wikiling/?f=got&page=245,unɡasɛhʷans,unɡasɛhwans
ungastoþs,Adj.,"ohne festen Stand, ohne bleibende Stätte","unstable, unestablished, homeless",https://koeblergerhard.de/wikiling/?f=got&page=246,unɡastoθs,unɡastoθs
ungatass,Adj.,"ungeordnet, zügellos","disordered, disorderly, disarranged, idle, undisciplined",https://koeblergerhard.de/wikiling/?f=got&page=246,unɡatass,unɡatass
ungatassaba,Adv.,"unordentlich, ungeregelt","unruly, irregularly, in disarray, in idleness",https://koeblergerhard.de/wikiling/?f=got&page=246,unɡatassaba,unɡatassaba
ungatewiþs,"V., Adj.","ungeordnet, unordentlich","disarranged, disarrayed, disordered, disorganized",https://koeblergerhard.de/wikiling/?f=got&page=246,unɡatewɪθs,unɡatewɪθs
ungawagiþs,"V., Adj.","unbewegt, unbeweglich","unmoved, unshaken, immovable",https://koeblergerhard.de/wikiling/?f=got&page=246,unɡawaɡɪθs,unɡawaɡɪθs
unhabands,"V., Adj.",nicht habend,"not having, non-possessing",https://koeblergerhard.de/wikiling/?f=got&page=246,unhabands,unhabands
unhaili,N.,"Schwäche, Krankheit","unhealthiness, infirmity, disability, sickness, weakness",https://koeblergerhard.de/wikiling/?f=got&page=246,unhɛlɪ,unhɛlɪ
unhails,Adj.,krank,"unhealthy, ailing, unwell, sick",https://koeblergerhard.de/wikiling/?f=got&page=246,unhɛls,unhɛls
unhanduwaurhts,"V., Adj.","nicht handgemacht, nicht mit der Hand gemacht",non-handmade,https://koeblergerhard.de/wikiling/?f=got&page=246,unhanduwɔrhts,unhanduwɔrhts
unhindarweis,Adj.,ungeheuchelt,"unhypocritical, unpretending, sincere",https://koeblergerhard.de/wikiling/?f=got&page=246,unhɪndarwis,unhɪndarwis
unhiureis,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=246,unhɪuris,unhɪwris
unhiuri,N.,,,https://koeblergerhard.de/wikiling/?f=got&page=246,unhɪurɪ,unhɪwrɪ
unhiurs,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=246,unhɪurs,unhɪwrs
unhrainei,F.,Unreinheit,uncleanness,https://koeblergerhard.de/wikiling/?f=got&page=246,unhrɛni,unhrɛni
unhrainiþa,F.,Unreinheit,"impurity, uncleanness",https://koeblergerhard.de/wikiling/?f=got&page=246,unhrɛnɪθa,unhrɛnɪθa
unhrains,Adj.,"unrein, ungebildet","unclean, ungrammatical, impure, unrefined, unpolished, unskilled",https://koeblergerhard.de/wikiling/?f=got&page=246,unhrɛns,unhrɛns
unhulþa,M.,"Unhold, Teufel","male demon, devil, monster",https://koeblergerhard.de/wikiling/?f=got&page=246,unhulθa,unhulθa
unhulþo,F.,"Unholdin, Dämon","female demon, she-devil",https://koeblergerhard.de/wikiling/?f=got&page=246,unhulθo,unhulθo
unhunslags,Adj.,"ohne Opfer, unversöhnlich","irreconcilable, implacable",https://koeblergerhard.de/wikiling/?f=got&page=246,unhunslaɡs,unhunslaɡs
unƕapnands,"V., Adj.",unauslöschlich,"quenchless, undying, not becoming extinguished, unquenchable, inextinguishable",https://koeblergerhard.de/wikiling/?f=got&page=246,unhʷapnands,unhwapnands
unƕeila,Adj.,"unablässig, beständig","unpausing, without pause, unceasing (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=247,unhʷila,unhwila
unkarja,Adj.,"sorglos, unbesorgt","uncaring, careless, negligent, without attention",https://koeblergerhard.de/wikiling/?f=got&page=247,unkarja,unkarja
unkaureins,F.,"Unbeschwerde, Unbeschwerlichkeit",unburdensomeness,https://koeblergerhard.de/wikiling/?f=got&page=247,unkɔrins,unkɔrins
