got_lemma,Wortart,got_pos,Deutsche Bedeutung,Englische Bedeutung,got_en,link,got_ipa,got_occurences,got_reconstructedness,got_certainty
wai,Interj.,r,wehe,woe (Interj.),woe,https://koeblergerhard.de/wikiling/?f=got&page=261,waɪ,8,not reconstructed,certain
wáian,V.,v,wehen,"blow (V.), stream in an air current","blow, stream_in_an_air_current",https://koeblergerhard.de/wikiling/?f=got&page=261,waɪan,3,form,certain
waibjan,V.,v,"weben, winden","spin (V.), wind (V.) (1)","spin, wind",https://koeblergerhard.de/wikiling/?f=got&page=261,waɪβjan,,word,uncertain
waida,F.,n,Weide (F.) (2),meadow,meadow,https://koeblergerhard.de/wikiling/?f=got&page=261,waɪða,,word,uncertain
waidēdja,M.,n,"Übeltäter, Räuber","„woe-doer“, evil-doer, malefactor, robber, bandit, felon","woedoer, evildoer, malefactor, robber, bandit, felon",https://koeblergerhard.de/wikiling/?f=got&page=261,waɪðeðja,9,not reconstructed,certain
waidēþs,F.,n,Übeltat,"evil deed, crime, felony","evil_deed, crime, felony",https://koeblergerhard.de/wikiling/?f=got&page=262,waɪðeθs,,word,uncertain
waifaírhwus,M.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=262,waɪɸɛrhwus,,word,uncertain
waifaírƕjan,V.,v,wehklagen,"mourn with lamentation, wail in mourning, lament (V.)","mourn_with_lamentation, wail_in_mourning, lament",https://koeblergerhard.de/wikiling/?f=got&page=262,waɪɸɛrhʷjan,1,form,certain
waihjō,F.,n,Kampf,"quarrel (N.), wrangling (N.), contention, battle (N.)","quarrel, wrangling, contention, battle",https://koeblergerhard.de/wikiling/?f=got&page=262,waɪhjo,1,form,certain
waíhsta,M.,n,"Winkel, Ecke","corner (N.), edge (N.)","corner, edge",https://koeblergerhard.de/wikiling/?f=got&page=262,wɛhsta,3,form,certain
waíhstastains,M.,n,"„Winkelstein“, Eckstein","cornerstone, quoin","cornerstone, quoin",https://koeblergerhard.de/wikiling/?f=got&page=262,wɛhstastaɪns,1,form,certain
waíht,"N., Sb.","n,v,a,r",etwas,"single unit, quantifiable entity","single_unit, quantifiable_entity",https://koeblergerhard.de/wikiling/?f=got&page=262,wɛht,10,not reconstructed,certain
waíhts,"F., F., Sb.","n,v,a,r","Ding, Sache, etwas","thing, anything, something, entity, whit, sake, objective, matter (N.)","thing, anything, something, entity, whit, sake, objective, matter",https://koeblergerhard.de/wikiling/?f=got&page=262,wɛhts,8079,not reconstructed,certain
waíla,Adv.,r,"wohl, gut, wohlan","well (Adv.), rightly, very well, well enough","well, rightly, very_well, well_enough",https://koeblergerhard.de/wikiling/?f=got&page=262,wɛla,43,not reconstructed,certain
waíladēþs,F.,n,Wohltat,"benefit (N.), benefaction, well-doint (N.), good deed","benefit, benefaction, welldoint, good_deed",https://koeblergerhard.de/wikiling/?f=got&page=262,wɛlaðeθs,2,form,certain
waílamērei,F.,n,guter Ruf,"good reputation, good repute","good_reputation, good_repute",https://koeblergerhard.de/wikiling/?f=got&page=262,wɛlameri,1,form,certain
waílamēreins,F.,n,"Verkündigung, Botschaft","good tidings, good news-spreading, evangelizing, preaching (N.), evangelism","good_tidings, good_newsspreading, evangelizing, preaching, evangelism",https://koeblergerhard.de/wikiling/?f=got&page=262,wɛlamerins,1,form,certain
waílamēreis,Adj.,a,"wohllautend, löblich","well-reputed, of good report, praiseworthy","wellreputed, of_good_report, praiseworthy",https://koeblergerhard.de/wikiling/?f=got&page=262,wɛlameris,1,form,certain
waílamērjan,V.,v,"einem eine frohe Botschaft künden, predigen, frohe Botschaft bringen","spread good news of, preach the good, proclaim","spread_good_news_of, preach_the_good, proclaim",https://koeblergerhard.de/wikiling/?f=got&page=262,wɛlamerjan,13,not reconstructed,certain
waílaqiss,F.,n,Segen,"benediction, blessing (N.), benefaction, donation, bounty","benediction, blessing, benefaction, donation, bounty",https://koeblergerhard.de/wikiling/?f=got&page=262,wɛlakʷɪss,1,form,certain
waílaspillōn,V.,v,"verkünden, erzählen, frohe Botschaft verkünden","proclaim propitious tidings, promulgate glad news, preach the gospel","proclaim_propitious_tidings, promulgate_glad_news, preach_the_gospel",https://koeblergerhard.de/wikiling/?f=got&page=262,wɛlaspɪllon,1,form,certain
waílawizns,F.,n,"gute Nahrung, gute Kost","good nutriment, good fare, fine sustenance, good food, nourishment","good_nutriment, good_fare, fine_sustenance, good_food, nourishment",https://koeblergerhard.de/wikiling/?f=got&page=262,wɛlawɪzns,1,form,certain
wainags,Adj.,a,,,,https://koeblergerhard.de/wikiling/?f=got&page=262,waɪnaɣs,,not reconstructed,certain
wainahs,Adj.,a,"elend, geplagt","woeful, lamentable, miserable, wretched","woeful, lamentable, miserable, wretched",https://koeblergerhard.de/wikiling/?f=got&page=262,waɪnahs,2,not reconstructed,certain
wainei,Interj.,r,"wenn doch, dass doch","woe (Interj.), that not, how pitiful that not, if only, would that","woe, that_not, how_pitiful_that_not, if_only, would_that",https://koeblergerhard.de/wikiling/?f=got&page=262,waɪni,3,not reconstructed,certain
wainjan,V.,v,weinen,"bewail, lament","bewail, lament",https://koeblergerhard.de/wikiling/?f=got&page=263,waɪnjan,,word,certain
wainōn,V.,v,weinen,"bewail, lament","bewail, lament",https://koeblergerhard.de/wikiling/?f=got&page=263,waɪnon,,word,certain
waipjan,V.,v,binden?,"tie (V.), bind (V.)","tie, bind",https://koeblergerhard.de/wikiling/?f=got&page=263,waɪpjan,,word,uncertain
waips,M.,n,Kranz,"wreath (N.), garland (N.), crown (N.), headband","wreath, garland, crown, headband",https://koeblergerhard.de/wikiling/?f=got&page=263,waɪps,5,not reconstructed,certain
waír,M.,n,Mann,"man (M.), adult male","man, adult_male",https://koeblergerhard.de/wikiling/?f=got&page=263,wɛr,29,not reconstructed,certain
waíra,,"n,v,a,r",,,,https://koeblergerhard.de/wikiling/?f=got&page=263,wɛra,,word,uncertain
waíraleikō,Adv.,r,männlich,"man-like, in a manly way","manlike, in_a_manly_way",https://koeblergerhard.de/wikiling/?f=got&page=263,wɛraliko,1,not reconstructed,certain
waíraleiks,Adj.,a,männlich,man-like,manlike,https://koeblergerhard.de/wikiling/?f=got&page=263,wɛraliks,,word,uncertain
waírdus,M.,n,"Gastfreund, Hauswirt, Wirt","host (M.), provider of lodgings","host, provider_of_lodgings",https://koeblergerhard.de/wikiling/?f=got&page=263,wɛrdus,1,not reconstructed,certain
waírilō,F.,n,Lippe,lip,lip,https://koeblergerhard.de/wikiling/?f=got&page=263,wɛrɪlo,2,form,certain
waírpan,V.,v,werfen,"throw (V.), cast (V.)","throw, cast",https://koeblergerhard.de/wikiling/?f=got&page=263,wɛrpan,13,not reconstructed,certain
waírs,"Adv., Adj.","n,v,a,r",schlimmer,worse,worse,https://koeblergerhard.de/wikiling/?f=got&page=263,wɛrs,1,not reconstructed,certain
waírsiza,"Adj., Adj.","n,v,a,r",schlimmer,worse,worse,https://koeblergerhard.de/wikiling/?f=got&page=263,wɛrsɪza,5,not reconstructed,certain
waírþ,N.,n,"Preis, Wert","price (N.), monetary equivalent, worth (N.), conversion value","price, monetary_equivalent, worth, conversion_value",https://koeblergerhard.de/wikiling/?f=got&page=263,wɛrθ,4,form,certain
waírþaba,Adv.,r,"wert, würdig","worthily, becomingly","worthily, becomingly",https://koeblergerhard.de/wikiling/?f=got&page=263,wɛrθaβa,4,not reconstructed,certain
waírþan,V.,v,"werden, geschehen, geboren werden, entstehen, kommen, stattfinden, sich ereignen","come to be, come to pass, come about, happen, come into existence, arise, origin>>>","come_to_be, come_to_pass, come_about, happen, come_into_existence, arise, origin",https://koeblergerhard.de/wikiling/?f=got&page=263,wɛrθan,479477,not reconstructed,certain
waírþeigs,Adj.,a,"friedfertig, friedlich","peaceable, conciliated","peaceable, conciliated",https://koeblergerhard.de/wikiling/?f=got&page=263,wɛrθiɣs,,word,uncertain
waírþi,N.,n,#NAME?,#NAME?,NAME,https://koeblergerhard.de/wikiling/?f=got&page=263,wɛrθɪ,(1),word,certain
waírþi,N.,n,#NAME?,#NAME?,NAME,https://koeblergerhard.de/wikiling/?f=got&page=263,wɛrθɪ,,word,certain
waírþi,N.,n,Wert,value (N.),value,https://koeblergerhard.de/wikiling/?f=got&page=263,wɛrθɪ,(2),word,certain
waírþida,F.,n,"Tüchtigkeit, Fähigkeit, Wert","worthiness, qualification, fittingness, sufficiency","worthiness, qualification, fittingness, sufficiency",https://koeblergerhard.de/wikiling/?f=got&page=263,wɛrθɪða,3,not reconstructed,certain
waírþis,Adv.,r,#NAME?,"wards, towards","wards, towards",https://koeblergerhard.de/wikiling/?f=got&page=264,wɛrθɪs,,word,uncertain
waírþja,M.,n,"Naher, Gewärtiger",close person,close_person,https://koeblergerhard.de/wikiling/?f=got&page=264,wɛrθja,,word,uncertain
waírþjan,V.,v,friedlich sein (V.),be reconciled,be_reconciled,https://koeblergerhard.de/wikiling/?f=got&page=264,wɛrθjan,,word,uncertain
waírþnan,V.,v,"friedlich machen, sich versöhnen","be reconciled to, become reconciled to, come together with","be_reconciled_to, become_reconciled_to, come_together_with",https://koeblergerhard.de/wikiling/?f=got&page=264,wɛrθnan,,word,uncertain
waírþō,Adv.,r,,,,https://koeblergerhard.de/wikiling/?f=got&page=264,wɛrθo,,word,uncertain
waírþōn,V.,v,"schätzen, abschätzen, würdigen","price (V.), set a price on, value (V.), establish the monetary value of","price, set_a_price_on, value, establish_the_monetary_value_of",https://koeblergerhard.de/wikiling/?f=got&page=264,wɛrθon,1,form,certain
waírþs,Adj.,a,"wert, würdig, tauglich","worth (Adj.), worthy, qualified, of appropriate fitness","worth, worthy, qualified, of_appropriate_fitness",https://koeblergerhard.de/wikiling/?f=got&page=264,wɛrθs,(1) 28,not reconstructed,certain
waírþs,"Adj., V.","n,v,a,r",...wärtig,"...wards, towards","wards, towards",https://koeblergerhard.de/wikiling/?f=got&page=264,wɛrθs,(2),word,certain
wait,V.,v,,,,https://koeblergerhard.de/wikiling/?f=got&page=264,waɪt,,not reconstructed,certain
waitei,Adv.,r,"vielleicht, etwa","conceivably, plausibly, perchance, possibly","conceivably, plausibly, perchance, possibly",https://koeblergerhard.de/wikiling/?f=got&page=264,waɪti,2,not reconstructed,certain
waiþja,M.,n,Jäger,"hunter, huntsman","hunter, huntsman",https://koeblergerhard.de/wikiling/?f=got&page=264,waɪθja,1,not reconstructed,certain
wajamērei,F.,n,"schlechter Ruf, übler Ruf","bad reputation, bad repute, dishonour","bad_reputation, bad_repute, dishonour",https://koeblergerhard.de/wikiling/?f=got&page=264,wajameri,1,form,certain
wajamēreins,F.,n,Lästerung,"blasphemy, abusive speech, desecrating speech, sacrilegious speech","blasphemy, abusive_speech, desecrating_speech, sacrilegious_speech",https://koeblergerhard.de/wikiling/?f=got&page=264,wajamerins,5,form,certain
wajamēreis,Adj.,a,"übelberüchtigt, übel berufen (Adj.)","defaming (Adj.), speaking abusively, speaking ill of","defaming, speaking_abusively, speaking_ill_of",https://koeblergerhard.de/wikiling/?f=got&page=264,wajameris,,word,uncertain
wajamērjan,V.,v,lästern,"defame (V.), slander (V.), blaspheme, speak sacrilegiously","defame, slander, blaspheme, speak_sacrilegiously",https://koeblergerhard.de/wikiling/?f=got&page=264,wajamerjan,10,not reconstructed,certain
wakan,V.,v,"wachen, wachsam sein (V.)","wake (V.), be awake, keep awake, watch (V.), keep vigil","wake, be_awake, keep_awake, watch, keep_vigil",https://koeblergerhard.de/wikiling/?f=got&page=264,wakan,65,form,certain
wakjan,V.,v,wecken,awake (V.),awake,https://koeblergerhard.de/wikiling/?f=got&page=264,wakjan,,word,certain
waknan,V.,v,wach werden,become awake,become_awake,https://koeblergerhard.de/wikiling/?f=got&page=264,waknan,,word,certain
wakrs,Adj.,a,"wach, wacker","awake (Adj.), brave, valiant","awake, brave, valiant",https://koeblergerhard.de/wikiling/?f=got&page=264,wakrs,,word,uncertain
wala,Adj.,a,welsch?,foreign?,foreign,https://koeblergerhard.de/wikiling/?f=got&page=264,wala,(1),word,certain
wala,"M., N.","n,v,a,r","Tod, Schlachtfeld","death, battle-field","death, battlefield",https://koeblergerhard.de/wikiling/?f=got&page=265,wala,(2),word,certain
walda,F.,n,"Wau, Färberwau",weld (N.),weld,https://koeblergerhard.de/wikiling/?f=got&page=265,walda,,word,uncertain
waldan,V.,v,"walten, haushalten, dem Hauswesen vorstehen","control (V.), govern, rule (V.), have dominion over, wield power over, suffice","control, govern, rule, have_dominion_over, wield_power_over, suffice",https://koeblergerhard.de/wikiling/?f=got&page=265,waldan,2,not reconstructed,certain
waldands,"Adj., M.","n,v,a,r","mächtig, Walter (= waldands), Herrscher (= waldands)","powerful, ruler (= waldands)","powerful, ruler",https://koeblergerhard.de/wikiling/?f=got&page=265,waldands,,word,uncertain
walds,M.,n,"Walter, Herrscher","commander, ruler","commander, ruler",https://koeblergerhard.de/wikiling/?f=got&page=265,walds,,word,uncertain
waldufni,N.,n,"Gewalt, Macht","power (N.), authority, dominion, control (N.), potency","power, authority, dominion, control, potency",https://koeblergerhard.de/wikiling/?f=got&page=265,walduɸnɪ,55,not reconstructed,certain
waldus,M.,n,Wald,"wood (N.), forest","wood, forest",https://koeblergerhard.de/wikiling/?f=got&page=265,waldus,,word,certain
waleins,F.,n,Wahl,election,election,https://koeblergerhard.de/wikiling/?f=got&page=265,walins,,word,uncertain
walgjan,V.,v,wälzen,roll (V.),roll,https://koeblergerhard.de/wikiling/?f=got&page=265,walɡjan,,word,certain
walhs,Adj.,a,"welsch, ausländisch",foreign,foreign,https://koeblergerhard.de/wikiling/?f=got&page=265,walhs,,word,uncertain
walisa,Adj.,a,"echt, lauter, geliebt","chosen (Adj.), espoused, beloved, genuine","chosen, espoused, beloved, genuine",https://koeblergerhard.de/wikiling/?f=got&page=265,walɪsa,5,form,certain
valis,Adj.,a,"echt, lauter, geliebt","chosen (Adj.), espoused, beloved, genuine","chosen, espoused, beloved, genuine",https://koeblergerhard.de/wikiling/?f=got&page=265,valɪs,,form,certain
waljan,V.,v,wählen,"choose, elect, select","choose, elect, select",https://koeblergerhard.de/wikiling/?f=got&page=265,waljan,2,form,certain
walteins,F.,n,"Wälzung, Sturz","turn (N.), overthrow (N.)","turn, overthrow",https://koeblergerhard.de/wikiling/?f=got&page=265,waltins,,word,uncertain
waltjan,V.,v,"sich wälzen, stürzen","roll (V.), tumble (V.), capsize, turn over, beat into","roll, tumble, capsize, turn_over, beat_into",https://koeblergerhard.de/wikiling/?f=got&page=265,waltjan,1,form,certain
walþus,M.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=265,walθus,,word,certain
walugjan,V.,v,hin und her treiben,make drive around,make_drive_around,https://koeblergerhard.de/wikiling/?f=got&page=265,waluɣjan,,word,uncertain
walus,M.,n,Stab,"staff (N.) (1), walking stick","staff, walking_stick",https://koeblergerhard.de/wikiling/?f=got&page=265,walus,1,form,certain
walwisōn,V.,v,sich wälzen,"roll around on the ground, wallow (V.), flounder around","roll_around_on_the_ground, wallow, flounder_around",https://koeblergerhard.de/wikiling/?f=got&page=265,walwɪson,1,form,certain
walwjan,V.,v,wälzen,roll (V.),roll,https://koeblergerhard.de/wikiling/?f=got&page=265,walwjan,,word,uncertain
wamba,F.,n,"Bauch, Schoß (F.) (1), Leib","viscera, womb, uterus, internal abdominal organs, belly (N.)","viscera, womb, uterus, internal_abdominal_organs, belly",https://koeblergerhard.de/wikiling/?f=got&page=265,wamba,11,not reconstructed,certain
wamm,N.,n,Fleck,"spot (N.), flaw, stain (N.)","spot, flaw, stain",https://koeblergerhard.de/wikiling/?f=got&page=266,wamm,1,form,certain
wammei,F.,n,Beflecktheit,"spot (N.), flawness, stainness","spot, flawness, stainness",https://koeblergerhard.de/wikiling/?f=got&page=266,wammi,,word,uncertain
wammjan,V.,v,beflecken,"spot (V.), stain (V.)","spot, stain",https://koeblergerhard.de/wikiling/?f=got&page=266,wammjan,,word,certain
wamms,Adj.,a,"schlecht, gemein","spotted, flawed, stained","spotted, flawed, stained",https://koeblergerhard.de/wikiling/?f=got&page=266,wamms,,word,certain
wan,N.,n,Mangel (M.),"deficiency, want (N.), lack (N.)","deficiency, want, lack",https://koeblergerhard.de/wikiling/?f=got&page=266,wan,2,not reconstructed,certain
wanains,F.,n,Mangel (M.),"diminishing, diminution, lessening, lack (N.)","diminishing, diminution, lessening, lack",https://koeblergerhard.de/wikiling/?f=got&page=266,wanaɪns,1,not reconstructed,certain
wanan,V.,v,"mangeln, abnehmen","diminish, lessen","diminish, lessen",https://koeblergerhard.de/wikiling/?f=got&page=266,wanan,,word,uncertain
Wandals,M.,n,Wandale,Vandel,Vandel,https://koeblergerhard.de/wikiling/?f=got&page=266,wandals,,word,certain
Wandils,M.,n,Wandale,Vandel,Vandel,https://koeblergerhard.de/wikiling/?f=got&page=266,wandɪls,,word,certain
wandeins,F.,n,Wendung,change (N.),change,https://koeblergerhard.de/wikiling/?f=got&page=266,wandins,,word,certain
wandi,F.,n,Wendung,change (N.),change,https://koeblergerhard.de/wikiling/?f=got&page=266,wandɪ,,word,certain
Wandils,M.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=266,wandɪls,,word,certain
wandjan,V.,v,wenden,"turn (V.), turn around","turn, turn_around",https://koeblergerhard.de/wikiling/?f=got&page=266,wandjan,2,form,certain
wandus,M.,n,"„Gewundenes“, Rute","rod, stick (N.)(1), cane (N.)","rod, stick, cane",https://koeblergerhard.de/wikiling/?f=got&page=266,wandus,1,form,certain
waninassus,M.,n,Mangel (M.),"lack (N.), want (N.), shortage","lack, want, shortage",https://koeblergerhard.de/wikiling/?f=got&page=266,wanɪnassus,3,form,certain
wans,Adj.,a,"fehlend, mangelhaft, (weniger)","missing, lacking, wanting, diminished, less, null, void (Adj.), deficient","missing, lacking, wanting, diminished, less, null, void, deficient",https://koeblergerhard.de/wikiling/?f=got&page=266,wans,4,form,certain
wara,Wort,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=266,wara,1,not reconstructed,certain
warda,F.,n,Hüterin,guardian (F.),guardian,https://koeblergerhard.de/wikiling/?f=got&page=266,warda,,word,certain
wardeins,F.,n,Werden,development,development,https://koeblergerhard.de/wikiling/?f=got&page=266,wardins,,word,uncertain
wardja,M.,n,Wächter,"guard (M.), watchman","guard, watchman",https://koeblergerhard.de/wikiling/?f=got&page=266,wardja,1,form,certain
wardjan,V.,v,,,,https://koeblergerhard.de/wikiling/?f=got&page=266,wardjan,,word,certain
wardō,F.,n,Hüterin,guardian (F.),guardian,https://koeblergerhard.de/wikiling/?f=got&page=267,wardo,,word,certain
wardōn,V.,v,beobachten,"observe, watch (V.)","observe, watch",https://koeblergerhard.de/wikiling/?f=got&page=267,wardon,,word,certain
wards,M.,n,"Wächter, Hüter",guardian (M.),guardian,https://koeblergerhard.de/wikiling/?f=got&page=267,wards,,word,uncertain
warei,F.,n,"Tücke, Verschlagenheit","wariness, wiliness, guarded alertness, villainy","wariness, wiliness, guarded_alertness, villainy",https://koeblergerhard.de/wikiling/?f=got&page=267,wari,21,form,certain
wargeins,F.,n,Verurteilung,condemnation,condemnation,https://koeblergerhard.de/wikiling/?f=got&page=267,warɡins,,word,uncertain
wargiþa,F.,n,"Verdammungsurteil, Verurteilung, Verdammnis","condemnation, condemnedness, damnation, judgement","condemnation, condemnedness, damnation, judgement",https://koeblergerhard.de/wikiling/?f=got&page=267,warɡɪθa,4,form,certain
wargjan,V.,v,verdammen,damn,damn,https://koeblergerhard.de/wikiling/?f=got&page=267,warɡjan,9,word,certain
wargs,"Adj., M.","n,v,a,r","Verdammter, Geächteter","outlaw (M.), banished (M.), criminal (M.)","outlaw, banished, criminal",https://koeblergerhard.de/wikiling/?f=got&page=267,warɡs,,word,uncertain
warjan,V.,v,wehren,"prevent, thwart (V.), forbid, hinder, restrain, stop (V.), block (V.)","prevent, thwart, forbid, hinder, restrain, stop, block",https://koeblergerhard.de/wikiling/?f=got&page=267,warjan,9,form,certain
warmjan,V.,v,wärmen,"warm (V.), make warm, keep warm, cherish","warm, make_warm, keep_warm, cherish",https://koeblergerhard.de/wikiling/?f=got&page=267,warmjan,6,form,certain
warms,Adj.,a,warm,warm (Adj.),warm,https://koeblergerhard.de/wikiling/?f=got&page=267,warms,,word,certain
warnjan,V.,v,sich versehen,provide,provide,https://koeblergerhard.de/wikiling/?f=got&page=267,warnjan,,word,certain
warōn,V.,v,beachten,beware,beware,https://koeblergerhard.de/wikiling/?f=got&page=267,waron,,word,certain
wars,Adj.,a,"behutsam, nüchtern, gewahr, vorsichtig","wary, alert (Adj.), on guard","wary, alert, on_guard",https://koeblergerhard.de/wikiling/?f=got&page=267,wars,(1) 1,form,certain
wars,Adj.,a,sich wehrend,preventing (Adj.),preventing,https://koeblergerhard.de/wikiling/?f=got&page=267,wars,(2),word,certain
warthata,Wort,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=267,warthata,,not reconstructed,certain
waseins,F.,n,Bekleidung,clothing,clothing,https://koeblergerhard.de/wikiling/?f=got&page=267,wasins,,word,uncertain
wasjan,V.,v,"einen kleiden, sich kleiden, bekleiden","clothe, be clothed, wear (V.) (1), dress (V.), be dressed","clothe, be_clothed, wear, dress, be_dressed",https://koeblergerhard.de/wikiling/?f=got&page=267,wasjan,7,form,certain
wasti,F.,n,"Kleid, Kleidung (= wastjōs)","garment, article of clothing, dress (N.), clothing (= wastjōs), apparel (= wastj>>>","garment, article_of_clothing, dress, clothing, apparel_wastj",https://koeblergerhard.de/wikiling/?f=got&page=267,wastɪ,33,form,certain
watō,N.,n,Wasser,water (N.),water,https://koeblergerhard.de/wikiling/?f=got&page=267,wato,18,form,certain
waúrd,N.,n,Wort,word,word,https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrd,186184,not reconstructed,certain
waúrdahs,Adj.,a,"vernünftig, sich in Worten zeigend","logical, rational, displaying o.s. in words","logical, rational, displaying_os_in_words",https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrdahs,1,form,certain
waúrdajiuka,F.,n,Wortstreit,"argument about words, logomachy, word-fight, debate (N.), dispute about words","argument_about_words, logomachy, wordfight, debate, dispute_about_words",https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrdajɪuka,1,form,certain
waúrdei,F.,n,Gerede,"talking (N.), wordiness","talking, wordiness",https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrdi,,word,uncertain
waúrdi,N.,n,"Rede, Wort","talk (N.), word","talk, word",https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrdɪ,,word,uncertain
waúrdjan,V.,v,,,,https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrdjan,,word,uncertain
waúrds,Adj.,a,,,,https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrds,,word,uncertain
waúrhts,"V., Adj.","n,v,a,r",getan,done (Adj.),done,https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrhts,(1),word,certain
waúrhts,F.,n,"Werk, Tat","doing (N.), deed","doing, deed",https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrhts,(2),word,certain
waúrk,N.,n,Werk,deed,deed,https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrk,,word,uncertain
waúrki,N.,n,Wirken,work (N.),work,https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrkɪ,,word,uncertain
waúrkjan,V.,v,"machen, wirken","effect (V.), work (V.), produce, perform, engage in discharge, execute, operate,>>>","effect, work, produce, perform, engage_in_discharge, execute, operate, ",https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrkjan,5856,not reconstructed,certain
waúrms,M.,n,"Wurm, Schlange","serpent, snake (N.)","serpent, snake",https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrms,3,not reconstructed,certain
waúrpa,F.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrpa,,word,uncertain
waúrstw,N.,n,"Werk, Tat, Wirksamkeit","work (N.), activity, deed, task, operation, working (N.)","work, activity, deed, task, operation, working",https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrstw,8382,not reconstructed,certain
waúrstwa,M.,n,Arbeiter,"worker, workman, labourer","worker, workman, labourer",https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrstwa,(1) 1,not reconstructed,certain
waúrstwa,,"n,v,a,r",,,,https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrstwa,(2),word,certain
waúrstwei,F.,n,"Tun, Verrichtung, Betrieb","performance, practice (N.), execution, action (N.)","performance, practice, execution, action",https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrstwi,1,form,certain
waúrstweigs,Adj.,a,wirksam,"operative, functioning, operational, productive, effectual, effective","operative, functioning, operational, productive, effectual, effective",https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrstwiɣs,5,form,certain
waúrstwja,M.,n,"Arbeiter, Bauer (M.) (1), Winzer","worker, workman, labourer, farmer, vinedresser","worker, workman, labourer, farmer, vinedresser",https://koeblergerhard.de/wikiling/?f=got&page=268,wɔrstwja,23,not reconstructed,certain
waúrstwō,F.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=269,wɔrstwo,,word,uncertain
waúrstws,Adj.,a,tätig,working (Adj.),working,https://koeblergerhard.de/wikiling/?f=got&page=269,wɔrstws,,word,uncertain
waurts,Adj.,a,,,,https://koeblergerhard.de/wikiling/?f=got&page=269,waurts,(2),word,certain
waúrts,F.,n,Wurzel,root (N.),root,https://koeblergerhard.de/wikiling/?f=got&page=269,wɔrts,(1) 12,not reconstructed,certain
wēgs,M.,n,"Erschütterung, Sturm, Wellenschlag, Brandung, Woge","storm (N.), wave (N.), wave motion, undulation","storm, wave, wave_motion, undulation",https://koeblergerhard.de/wikiling/?f=got&page=269,weɣs,4,not reconstructed,certain
weida,M.,n,Führer,guide (M.),guide,https://koeblergerhard.de/wikiling/?f=got&page=269,wiða,,word,uncertain
weidōn,V.,v,führen,guide (V.),guide,https://koeblergerhard.de/wikiling/?f=got&page=269,wiðon,,word,uncertain
weif,N.,n,Weib,wife,wife,https://koeblergerhard.de/wikiling/?f=got&page=269,wiɸ,,word,certain
wīf,N.,n,Weib,wife,wife,https://koeblergerhard.de/wikiling/?f=got&page=269,wɪɸ,,not reconstructed,certain
weigs,N.,n,Kampf,fight (N.),fight,https://koeblergerhard.de/wikiling/?f=got&page=269,wiɣs,,word,certain
weih,N.,n,"Heiligtum, Tempel","sanctuary, temple, holy place","sanctuary, temple, holy_place",https://koeblergerhard.de/wikiling/?f=got&page=269,wih,,word,certain
weiha,M.,n,Priester,"priest, sacerdotal official","priest, sacerdotal_official",https://koeblergerhard.de/wikiling/?f=got&page=269,wiha,1,not reconstructed,certain
weihaba,Adv.,r,heilig,"hallowedly, with sanctitiy, sacredly, earnestly","hallowedly, with_sanctitiy, sacredly, earnestly",https://koeblergerhard.de/wikiling/?f=got&page=269,wihaβa,1,not reconstructed,certain
weihan,V.,v,kämpfen,"battle (V.), combat (V.), engage in combat, dispute (V.)","battle, combat, engage_in_combat, dispute",https://koeblergerhard.de/wikiling/?f=got&page=269,wihan,(1) 2,not reconstructed,certain
weihan,V.,v,"weihen, heiligen","hallow (V.), make holy, sanctify, consecrate (V.)","hallow, make_holy, sanctify, consecrate",https://koeblergerhard.de/wikiling/?f=got&page=269,wihan,(2) 3,form,certain
weihhailags,Adj.,a,,,,https://koeblergerhard.de/wikiling/?f=got&page=269,wihhaɪlaɣs,,form,certain
weihiþa,F.,n,"Weihe (F.) (2), Heiligung, Heiligkeit","holiness, sanctity, sanctification, consecration","holiness, sanctity, sanctification, consecration",https://koeblergerhard.de/wikiling/?f=got&page=269,wihɪθa,7,form,certain
