ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
s̪ʷˠ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
θʷˠ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
θʲʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
s̪ʲʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
s̪ʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
θʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
z̪ʷˠ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ðʷˠ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
z̪ʲʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ðʲʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
z̪ʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ðʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
s̪ʷː,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,0,0
θʷː,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,0,0
s̪ːʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,0,0
θːʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,0,0
z̪ʷː,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,0,0
ðʷː,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,0,0
z̪ːʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,0,0
ðːʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,0,0
fʲ,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
ɸʲ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
vʲ,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
βʲ,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
fːʲ,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
ɸːʲ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
fʲː,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
ɸʲː,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
vːʲ,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
βːʲ,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
vʲː,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
βʲː,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
fˠ,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
ɸˠ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
vˠ,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
βˠ,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
fːˠ,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,-1,1,-1,-1,0,1,0,0
ɸːˠ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,1,-1,-1,0,1,0,0
vːˠ,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,1,-1,1,-1,-1,0,1,0,0
βːˠ,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,1,-1,1,-1,-1,0,1,0,0
fʷˠ,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ɸʷˠ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
fʲʷ,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ɸʲʷ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
fʷ,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ɸʷ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
vʷˠ,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
βʷˠ,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
vʲʷ,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
βʲʷ,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
vʷ,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
βʷ,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
fʷː,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,0,0
ɸʷː,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,0,0
fːʷ,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,0,0
ɸːʷ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,0,0
vʷː,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,0,0
βʷː,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,0,0
vːʷ,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,0,0
βːʷ,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,0,0
ħʲ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,-1,-1,-1,0,-1,0,0
ʕʲ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,-1,0,-1,0,0
ħːʲ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,-1,-1,-1,0,1,0,0
ħʲː,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,-1,-1,-1,0,1,0,0
ʕːʲ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,-1,0,1,0,0
ʕʲː,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,-1,0,1,0,0
ħᶣ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,-1,0,-1,0,0
ʕᶣ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,-1,1,-1,0,-1,0,0
ħˠ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
xˤ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
çˤ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ʕˠ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ɣˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ʝˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
xˤː,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
çˤː,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
ħːˠ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
xːˤ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
çːˤ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
ɣːˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
ʝːˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
ʝˤː,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
ɣˤː,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
ʕːˠ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
ħʷˠ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
xʷˤ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
çʷˤ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ħʷˤ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
χʷˤ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ħʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ħʲʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ʕʷˠ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ɣʷˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ʁʷˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ʕʷˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ʝʷˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ʕʲʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ʕʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ħʷː,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,1,0,0
ħːʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,1,0,0
ʕʷː,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,1,0,0
ʕːʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,0,1,0,0
ʂʷˤ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,0,-1,0,0
ʐʷˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,0,-1,0,0
ʃʷˤ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,0,-1,0,0
ʒʷˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,1,1,-1,1,1,1,1,-1,0,-1,0,0
sʷˤ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,0,-1,0,0
zʷˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,-1,-1,1,1,1,1,-1,0,-1,0,0
s̪ʷˤ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,0,-1,0,0
θʷˤ,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,0,-1,0,0
z̪ʷˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,1,1,1,-1,0,-1,0,0
ðʷˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,1,1,1,-1,0,-1,0,0
fʷˤ,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,1,1,1,-1,0,-1,0,0
ɸʷˤ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,1,1,1,1,-1,0,-1,0,0
vʷˤ,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,1,1,1,1,-1,0,-1,0,0
βʷˤ,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,1,1,1,1,-1,0,-1,0,0
χˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,0
ˀχ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,0
χʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,0
ʁ̰,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,0
ʁˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,0
ˀʁ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,0
χʼː,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,0,1,0,0
ʁ̰ː,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,0,1,0,0
ʂˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ˀʂ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ʂʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ʐ̰,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ʐˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ˀʐ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ʂʼː,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
ʐ̰ː,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
ʃˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ˀʃ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ʃʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ʒ̰,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ʒˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ˀʒ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ʃʼː,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
ʒ̰ː,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
sˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ˀs,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
sʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
z̰,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
zˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ˀz,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
sʼː,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
z̰ː,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
θˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
s̪ˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ˀs̪,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ˀθ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
θʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
s̪ʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
z̪̰,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ð̰,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ðˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
z̪ˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ˀz̪,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ˀð,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
s̪ʼː,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
θʼː,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
z̪̰ː,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
ð̰ː,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
fˀ,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
ɸˀ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
ˀf,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
ˀɸ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
fʼ,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
ɸʼ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
v̰,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
β̰,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
βˀ,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
vˀ,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
ˀv,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
ˀβ,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
fʼː,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,0
ɸʼː,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,0
v̰ː,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,0
β̰ː,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,0
χˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ħˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ˀħ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ħʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ʁ̰ˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ʕ̰ˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ʕ̰,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ʕˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ˀʕ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ħʼː,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,1,0,0
ʕ̰ː,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,1,0,0
ʂˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
ʐ̰ˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
ʃˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
ʒ̰ˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
sˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
z̰ˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
s̪ˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
θˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
z̪̰ˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
ð̰ˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
ɸˤʼ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
fˤʼ,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
v̰ˤ,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
β̰ˤ,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
