ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
ǂʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,0,-1,0,0
ǂʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,0,-1,0,0
ǂʷʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,0,1,0,0
ǃʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,0,-1,1,0,-1,0,0
ǃʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,0,-1,1,0,1,0,0
ǃʰʲ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,0,-1,0,0
tʰʲ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
ǃʲʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,0,-1,0,0
tʲʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
dʰʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
d̤ʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
dʲʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
ǃʰᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1,0,-1,0,0
tʰᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,-1,0,0
dʰᶣ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,-1,0,0
ǃʰˠ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,0,-1,0,0
tʰˠ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,0,-1,0,0
dʰˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,0,-1,0,0
d̤ˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,0,-1,0,0
ǃʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,0,-1,0,0
tʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ǃʰʷ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,0,-1,0,0
tʰʷ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ǃʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,0,-1,0,0
tʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ǃʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,0,-1,0,0
tʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
dʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
dʰʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
dʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
d̤ʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
dʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ǃʷʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,0,1,0,0
tʷʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,1,0,0
dʷʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,0,1,0,0
ǀʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,0,-1,1,0,-1,0,0
ǀʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,0,-1,1,0,1,0,0
ǀʰʲ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,-1,1,0,-1,0,0
t̪ʰʲ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
ǀʲʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,-1,1,0,-1,0,0
t̪ʲʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
d̪ʰʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
d̪̤ʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
d̪ʲʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
ǀʰᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,1,1,0,-1,0,0
t̪ʰᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,0,-1,0,0
d̪ʰᶣ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,-1,1,-1,0,-1,0,0
ǀʰˠ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,0,-1,0,0
t̪ʰˠ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,-1,-1,0,-1,0,0
d̪ʰˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,0,-1,0,0
d̪̤ˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,0,-1,0,0
ǀʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,1,0,-1,0,0
t̪ʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ǀʰʷ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,1,0,-1,0,0
t̪ʰʷ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ǀʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,1,0,-1,0,0
t̪ʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ǀʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,1,0,-1,0,0
t̪ʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
d̪ʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
d̪ʰʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
d̪ʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
d̪̤ʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
d̪ʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ǀʷʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,1,0,1,0,0
t̪ʷʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,0,0
d̪ʷʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,0,0
k͡pʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,0,-1,-1,0,-1,0,0
ʘʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,0,-1,1,0,-1,0,0
ɡ͡b̤,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,0,-1,-1,0,-1,0,0
ɡ͡bʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,0,-1,-1,0,-1,0,0
ʘʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,0,-1,1,0,1,0,0
k͡pʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,0,-1,-1,0,1,0,0
ɡ͡bʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,0,-1,-1,0,1,0,0
ɡ͡b̤ː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,0,-1,-1,0,1,0,0
ʘʰʲ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,-1,-1,1,0,-1,0,0
k͡pʰʲ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
ʘʲʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,-1,-1,1,0,-1,0,0
k͡pʲʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
ɡ͡bʰʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
ɡ͡b̤ʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
ɡ͡bʲʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
ʘʰˠ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,1,-1,1,0,-1,0,0
k͡pʰˠ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
ɡ͡bʰˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
ɡ͡b̤ˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
ʘʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,1,1,1,0,-1,0,0
k͡pʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ʘʰʷ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,1,1,1,0,-1,0,0
k͡pʰʷ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
k͡pʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ʘʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,1,1,1,0,-1,0,0
ʘʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,1,1,1,0,-1,0,0
k͡pʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ɡ͡bʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ɡ͡bʰʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ɡ͡b̤ʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ɡ͡bʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ɡ͡bʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ʘʷʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,1,1,1,0,1,0,0
k͡pʷʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,-1,1,1,-1,0,1,0,0
ɡ͡bʷʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,-1,1,1,-1,0,1,0,0
pʰʲ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
pʲʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
bʰʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
b̤ʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
bʲʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
pʰˠ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
bʰˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
b̤ˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
pʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
pʰʷ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
pʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
pʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
bʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
bʰʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
bʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
b̤ʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
bʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
pʷʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,0,0
bʷʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,0,0
p͡tʰʲ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,-1,0,0
p͡tʲʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,-1,0,0
b͡dʰʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,-1,0,0
b͡d̤ʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,-1,0,0
b͡dʲʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,-1,0,0
p͡tʰˠ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,0,0
b͡dʰˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,0,0
b͡d̤ˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,0,0
p͡tʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
p͡tʰʷ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
p͡tʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
p͡tʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
b͡dʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
b͡dʰʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
b͡dʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
b͡d̤ʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
b͡dʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
p͡tʷʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,0,1,0,0
b͡dʷʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,-1,1,1,-1,0,1,0,0
cˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
kˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
cʰˤ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
kʰˤ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ɡˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ɟˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ɡʰˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ɟʰˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ɡ̤ˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ɟ̤ˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
cʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
kʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
qʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ɡʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ɟʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ɢʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ʈʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,1,1,1,-1,0,-1,0,0
ɖʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,1,1,1,-1,0,-1,0,0
ǂˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,1,1,-1,1,0,-1,0,0
ǂʰˤ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,1,1,-1,1,0,-1,0,0
ǂʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,1,1,1,1,0,-1,0,0
ǃˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,-1,0,0
ǃʰˤ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,-1,0,0
ǃʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,1,1,1,1,0,-1,0,0
tʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,1,1,1,1,-1,0,-1,0,0
dʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,1,1,1,1,-1,0,-1,0,0
ǀˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,1,1,-1,1,0,-1,0,0
ǀʰˤ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,1,1,-1,1,0,-1,0,0
ǀʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,1,1,1,1,0,-1,0,0
t̪ʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,1,1,1,1,-1,0,-1,0,0
d̪ʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,1,1,1,1,-1,0,-1,0,0
ʘˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,1,1,-1,1,0,-1,0,0
k͡pˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,1,1,-1,-1,0,-1,0,0
ʘʰˤ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,1,1,-1,1,0,-1,0,0
k͡pʰˤ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,1,1,-1,-1,0,-1,0,0
ɡ͡bˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,1,1,-1,-1,0,-1,0,0
ɡ͡bʰˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,1,1,-1,-1,0,-1,0,0
ɡ͡b̤ˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,1,1,-1,-1,0,-1,0,0
ʘʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,1,1,1,1,0,-1,0,0
k͡pʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,1,1,1,1,1,-1,0,-1,0,0
ɡ͡bʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,-1,0,1,1,1,1,1,-1,0,-1,0,0
pʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,1,1,1,1,1,-1,0,-1,0,0
bʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,1,1,1,1,-1,0,-1,0,0
p͡tʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,1,1,1,1,-1,0,-1,0,0
b͡dʷˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,1,1,1,-1,0,-1,0,0
ʛ̤,-1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,0
ʛ̤ː,-1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,-1,-1,-1,1,-1,-1,0,1,0,0
ɗ̤,-1,-1,1,-1,-1,-1,-1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ɗ̤ː,-1,-1,1,-1,-1,-1,-1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
ɓ̤,-1,-1,1,-1,-1,-1,-1,0,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
ɓ̤ː,-1,-1,1,-1,-1,-1,-1,0,1,1,1,1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,0
ʛ̤ˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ɗ̤ˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
ɓ̤ˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
ʄ̤,-1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ɠ̤ʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ʄ̤ʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ʛ̤ʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ʄ̤ː,-1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,1,0,0
